name	taxonomy_id	taxonomy_lvl	03G.CLEAN_family.bracken_num	03G.CLEAN_family.bracken_frac	060721ABT_family.bracken_num	060721ABT_family.bracken_frac	060821ABT_family.bracken_num	060821ABT_family.bracken_frac	061421ABT_family.bracken_num	061421ABT_family.bracken_frac	061521ABT_family.bracken_num	061521ABT_family.bracken_frac	062121ABT_family.bracken_num	062121ABT_family.bracken_frac	062221ABT_family.bracken_num	062221ABT_family.bracken_frac	062821ABT_family.bracken_num	062821ABT_family.bracken_frac	062921MRT_family.bracken_num	062921MRT_family.bracken_frac	071321ABT_family.bracken_num	071321ABT_family.bracken_frac	071421MRT_family.bracken_num	071421MRT_family.bracken_frac	071921ABT_family.bracken_num	071921ABT_family.bracken_frac	071U_family.bracken_num	071U_family.bracken_frac	072021ABT_family.bracken_num	072021ABT_family.bracken_frac	080921SM_family.bracken_num	080921SM_family.bracken_frac	081821AB_family.bracken_num	081821AB_family.bracken_frac	082521MR_family.bracken_num	082521MR_family.bracken_frac	082621SH1_family.bracken_num	082621SH1_family.bracken_frac	082621SH2_family.bracken_num	082621SH2_family.bracken_frac	090121SM_family.bracken_num	090121SM_family.bracken_frac	090321SH_family.bracken_num	090321SH_family.bracken_frac	091021AB_family.bracken_num	091021AB_family.bracken_frac	091721ABU_family.bracken_num	091721ABU_family.bracken_frac	AM1_family.bracken_num	AM1_family.bracken_frac	BHI-1_family.bracken_num	BHI-1_family.bracken_frac	BHI-2_family.bracken_num	BHI-2_family.bracken_frac	COMM1_family.bracken_num	COMM1_family.bracken_frac	COMM2_family.bracken_num	COMM2_family.bracken_frac	EHS.08.1_family.bracken_num	EHS.08.1_family.bracken_frac	EHS.08.2_family.bracken_num	EHS.08.2_family.bracken_frac	EHS.CL.1_family.bracken_num	EHS.CL.1_family.bracken_frac	EHS.CL.2_family.bracken_num	EHS.CL.2_family.bracken_frac	I_BK-1_family.bracken_num	I_BK-1_family.bracken_frac	I_BK-2_family.bracken_num	I_BK-2_family.bracken_frac	I_BK-F01-1_family.bracken_num	I_BK-F01-1_family.bracken_frac	I_BK-F01-2_family.bracken_num	I_BK-F01-2_family.bracken_frac	I_BK-F01-3_family.bracken_num	I_BK-F01-3_family.bracken_frac	I_BK-F02-1_family.bracken_num	I_BK-F02-1_family.bracken_frac	I_BK-F02-2_family.bracken_num	I_BK-F02-2_family.bracken_frac	I_BK-F02-3_family.bracken_num	I_BK-F02-3_family.bracken_frac	I_BK-F06-1_family.bracken_num	I_BK-F06-1_family.bracken_frac	I_BK-F06-2_family.bracken_num	I_BK-F06-2_family.bracken_frac	I_BK-F06-3_family.bracken_num	I_BK-F06-3_family.bracken_frac	I_BK-F09-1_family.bracken_num	I_BK-F09-1_family.bracken_frac	I_BK-F09-2_family.bracken_num	I_BK-F09-2_family.bracken_frac	I_BK-F09-3_family.bracken_num	I_BK-F09-3_family.bracken_frac	I_BK-F15-1_family.bracken_num	I_BK-F15-1_family.bracken_frac	I_BK-F15-2_family.bracken_num	I_BK-F15-2_family.bracken_frac	I_BK-F15-3_family.bracken_num	I_BK-F15-3_family.bracken_frac	I_BK-F16-1_family.bracken_num	I_BK-F16-1_family.bracken_frac	I_BK-F16-2_family.bracken_num	I_BK-F16-2_family.bracken_frac	I_BK-F16-3_family.bracken_num	I_BK-F16-3_family.bracken_frac	I_PN-1_family.bracken_num	I_PN-1_family.bracken_frac	I_PN-2_family.bracken_num	I_PN-2_family.bracken_frac	I_PN-F01-1_family.bracken_num	I_PN-F01-1_family.bracken_frac	I_PN-F01-2_family.bracken_num	I_PN-F01-2_family.bracken_frac	I_PN-F01-3_family.bracken_num	I_PN-F01-3_family.bracken_frac	I_PN-F02-1_family.bracken_num	I_PN-F02-1_family.bracken_frac	I_PN-F02-2_family.bracken_num	I_PN-F02-2_family.bracken_frac	I_PN-F02-3_family.bracken_num	I_PN-F02-3_family.bracken_frac	I_PN-F06-1_family.bracken_num	I_PN-F06-1_family.bracken_frac	I_PN-F06-2_family.bracken_num	I_PN-F06-2_family.bracken_frac	I_PN-F06-3_family.bracken_num	I_PN-F06-3_family.bracken_frac	I_PN-F09-1_family.bracken_num	I_PN-F09-1_family.bracken_frac	I_PN-F09-2_family.bracken_num	I_PN-F09-2_family.bracken_frac	I_PN-F09-3_family.bracken_num	I_PN-F09-3_family.bracken_frac	I_PN-F15-1_family.bracken_num	I_PN-F15-1_family.bracken_frac	I_PN-F15-2_family.bracken_num	I_PN-F15-2_family.bracken_frac	I_PN-F15-3_family.bracken_num	I_PN-F15-3_family.bracken_frac	I_PN-F16-1_family.bracken_num	I_PN-F16-1_family.bracken_frac	I_PN-F16-2_family.bracken_num	I_PN-F16-2_family.bracken_frac	I_PN-F16-3_family.bracken_num	I_PN-F16-3_family.bracken_frac	NB-F01-1_family.bracken_num	NB-F01-1_family.bracken_frac	NB-F01-2_family.bracken_num	NB-F01-2_family.bracken_frac	NB-F02-1_family.bracken_num	NB-F02-1_family.bracken_frac	NB-F02-2_family.bracken_num	NB-F02-2_family.bracken_frac	NB-F06-1_family.bracken_num	NB-F06-1_family.bracken_frac	NB-F06-2_family.bracken_num	NB-F06-2_family.bracken_frac	NB-F09-1_family.bracken_num	NB-F09-1_family.bracken_frac	NB-F09-2_family.bracken_num	NB-F09-2_family.bracken_frac	NB-F15-1_family.bracken_num	NB-F15-1_family.bracken_frac	NB-F15-2_family.bracken_num	NB-F15-2_family.bracken_frac	NB-F16-1_family.bracken_num	NB-F16-1_family.bracken_frac	NEG1_family.bracken_num	NEG1_family.bracken_frac	NEG2_family.bracken_num	NEG2_family.bracken_frac	NIST1-2_family.bracken_num	NIST1-2_family.bracken_frac	NIST2-2_family.bracken_num	NIST2-2_family.bracken_frac	NIST3-1_family.bracken_num	NIST3-1_family.bracken_frac	NIST4-1_family.bracken_num	NIST4-1_family.bracken_frac	NIST4-2_family.bracken_num	NIST4-2_family.bracken_frac	NIST5-2_family.bracken_num	NIST5-2_family.bracken_frac	S_BK-1_family.bracken_num	S_BK-1_family.bracken_frac	S_BK-2_family.bracken_num	S_BK-2_family.bracken_frac	S_BK-F01-1_family.bracken_num	S_BK-F01-1_family.bracken_frac	S_BK-F01-2_family.bracken_num	S_BK-F01-2_family.bracken_frac	S_BK-F01-3_family.bracken_num	S_BK-F01-3_family.bracken_frac	S_BK-F02-1_family.bracken_num	S_BK-F02-1_family.bracken_frac	S_BK-F02-2_family.bracken_num	S_BK-F02-2_family.bracken_frac	S_BK-F02-3_family.bracken_num	S_BK-F02-3_family.bracken_frac	S_BK-F06-1_family.bracken_num	S_BK-F06-1_family.bracken_frac	S_BK-F06-2_family.bracken_num	S_BK-F06-2_family.bracken_frac	S_BK-F06-3_family.bracken_num	S_BK-F06-3_family.bracken_frac	S_BK-F09-1_family.bracken_num	S_BK-F09-1_family.bracken_frac	S_BK-F09-2_family.bracken_num	S_BK-F09-2_family.bracken_frac	S_BK-F09-3_family.bracken_num	S_BK-F09-3_family.bracken_frac	S_BK-F15-1_family.bracken_num	S_BK-F15-1_family.bracken_frac	S_BK-F15-2_family.bracken_num	S_BK-F15-2_family.bracken_frac	S_BK-F15-3_family.bracken_num	S_BK-F15-3_family.bracken_frac	S_BK-F16-1_family.bracken_num	S_BK-F16-1_family.bracken_frac	S_BK-F16-2_family.bracken_num	S_BK-F16-2_family.bracken_frac	S_BK-F16-3_family.bracken_num	S_BK-F16-3_family.bracken_frac	S_PN-1_family.bracken_num	S_PN-1_family.bracken_frac	S_PN-2_family.bracken_num	S_PN-2_family.bracken_frac	S_PN-F01-1_family.bracken_num	S_PN-F01-1_family.bracken_frac	S_PN-F01-2_family.bracken_num	S_PN-F01-2_family.bracken_frac	S_PN-F01-3_family.bracken_num	S_PN-F01-3_family.bracken_frac	S_PN-F02-1_family.bracken_num	S_PN-F02-1_family.bracken_frac	S_PN-F02-2_family.bracken_num	S_PN-F02-2_family.bracken_frac	S_PN-F02-3_family.bracken_num	S_PN-F02-3_family.bracken_frac	S_PN-F06-1_family.bracken_num	S_PN-F06-1_family.bracken_frac	S_PN-F06-2_family.bracken_num	S_PN-F06-2_family.bracken_frac	S_PN-F06-3_family.bracken_num	S_PN-F06-3_family.bracken_frac	S_PN-F09-1_family.bracken_num	S_PN-F09-1_family.bracken_frac	S_PN-F09-2_family.bracken_num	S_PN-F09-2_family.bracken_frac	S_PN-F09-3_family.bracken_num	S_PN-F09-3_family.bracken_frac	S_PN-F15-1_family.bracken_num	S_PN-F15-1_family.bracken_frac	S_PN-F15-2_family.bracken_num	S_PN-F15-2_family.bracken_frac	S_PN-F15-3_family.bracken_num	S_PN-F15-3_family.bracken_frac	S_PN-F16-1_family.bracken_num	S_PN-F16-1_family.bracken_frac	S_PN-F16-2_family.bracken_num	S_PN-F16-2_family.bracken_frac	S_PN-F16-3_family.bracken_num	S_PN-F16-3_family.bracken_frac	VA13-1_family.bracken_num	VA13-1_family.bracken_frac	VA13-2_family.bracken_num	VA13-2_family.bracken_frac	VA14-1_family.bracken_num	VA14-1_family.bracken_frac	VA14-2_family.bracken_num	VA14-2_family.bracken_frac	VA15-1_family.bracken_num	VA15-1_family.bracken_frac	VA15-2_family.bracken_num	VA15-2_family.bracken_frac	VA16-1_family.bracken_num	VA16-1_family.bracken_frac	VA16-2_family.bracken_num	VA16-2_family.bracken_frac	VA17-1_family.bracken_num	VA17-1_family.bracken_frac	VA17-2_family.bracken_num	VA17-2_family.bracken_frac	VA18-1_family.bracken_num	VA18-1_family.bracken_frac	VA18-2_family.bracken_num	VA18-2_family.bracken_frac	VA19-1_family.bracken_num	VA19-1_family.bracken_frac	VA19-2_family.bracken_num	VA19-2_family.bracken_frac	VA20-1_family.bracken_num	VA20-1_family.bracken_frac	VA20-2_family.bracken_num	VA20-2_family.bracken_frac	VA21-1_family.bracken_num	VA21-1_family.bracken_frac	VA21-2_family.bracken_num	VA21-2_family.bracken_frac	VA22-1_family.bracken_num	VA22-1_family.bracken_frac	VA22-2_family.bracken_num	VA22-2_family.bracken_frac	VA23-1_family.bracken_num	VA23-1_family.bracken_frac	VA23-2_family.bracken_num	VA23-2_family.bracken_frac	VA24-1_family.bracken_num	VA24-1_family.bracken_frac	VA24-2_family.bracken_num	VA24-2_family.bracken_frac
Enterobacteriaceae	543	F	2637486	0.99042	8093	0.01137	6141	0.00758	5453	0.00788	10780	0.00810	3404	0.01106	6746	0.01155	7036	0.00967	3834	0.00734	3235	0.00682	6245	0.00629	5255	0.00561	2964014	0.99498	5178	0.00289	4305	0.00337	3873	0.00827	6059	0.00771	7180	0.00455	4519	0.00838	4200	0.00817	7515	0.01149	3709	0.00510	4482	0.00472	10413	0.00750	737	0.03449	1855	0.25317	1596260	0.28274	1973720	0.28371	7086266	0.99940	7047118	0.99918	2756462	0.99971	2748677	0.99948	479	0.11308	563	0.14307	1720	0.00107	21755	0.01035	2552	0.00120	132807	0.02702	24378	0.00391	49896	0.00664	24877	0.00440	16478	0.00227	146539	0.02040	514	0.00010	634276	0.11074	414	0.00006	11516	0.00325	1334	0.00742	1283	0.00289	1251	0.00044	3513	0.00408	6828	0.00459	2011	0.09114	2221	0.28566	3300	0.00154	3065	0.00097	3753	0.00175	210030	0.03256	3679	0.00050	320261	0.03886	8975	0.00149	179233	0.02257	255824	0.02874	472	0.00025	426	0.00017	29034	0.00863	2487	0.00044	2693	0.00482	3460	0.00052	3514	0.00228	8191	0.00384	7656	0.00368	5060	0.00085	1924	0.00064	2010948	0.26279	1817289	0.25176	452357	0.30203	1187516	0.21655	1194520	0.13923	1213161	0.14160	3335	0.00071	4011	0.00099	3411	0.02029	1380	0.11168	2793	0.16260	798163	0.15212	479816	0.16016	584166	0.15632	578100	0.14048	508996	0.12391	117652	0.08923	907	0.08890	907	0.09025	1950	0.00053	2167	0.00058	2416	0.00048	1067236	0.15457	1058957	0.16523	1190198	0.19115	936698	0.12501	1161310	0.17995	1045897	0.16017	1413	0.00026	1032	0.00020	1405	0.00024	913341	0.23498	2001	0.00042	1582	0.00027	2972	0.00325	1415	0.00030	477	0.00007	473	0.06156	1156	0.22667	3592	0.00058	3659	0.00082	4223	0.00140	1475256	0.18015	2550	0.00033	685573	0.10724	1228826	0.15278	950885	0.13391	929697	0.13657	167496	0.06224	673	0.00023	391309	0.16698	1066453	0.23674	3493	0.00052	2140	0.00031	1973	0.22279	5874	0.00311	555	0.00009	5789	0.00593	1440	0.00628	5863	0.00340	1259	0.00106	5709	0.00434	145	0.00015	6424	0.00540	566	0.00059	110573	0.10736	88321	0.11420	4983	0.00409	697	0.00269	9375	0.01278	719	0.00341	831	0.00090	789	0.00188	1092	0.00104	405	0.00414	2505	0.00132	586	0.00121	1727	0.00121	198	0.00046	2055	0.00257	332	0.00133
Yersiniaceae	1903411	F	46	0.00002	747	0.00105	533	0.00066	834	0.00121	748	0.00056	228	0.00074	862	0.00148	1023	0.00141	293	0.00056	287	0.00061	1188	0.00120	1362	0.00145	42	0.00001	1149	0.00064	672	0.00053	838	0.00179	753	0.00096	839	0.00053	725	0.00134	748	0.00145	1235	0.00189	547	0.00075	766	0.00081	7	0.00001	12	0.00056	2	0.00027	54	0.00001	48	0.00001	4	0.00000	29	0.00000	3	0.00000	14	0.00001	0	0.00000	0	0.00000	47	0.00003	79	0.00004	94	0.00004	52	0.00001	25	0.00000	29	0.00000	14	0.00000	9	0.00000	149	0.00002	6	0.00000	27	0.00000	5	0.00000	72	0.00002	3	0.00002	12	0.00003	53	0.00002	150	0.00017	132	0.00009	1	0.00005	2	0.00026	99	0.00005	72	0.00002	120	0.00006	49	0.00001	43	0.00001	88	0.00001	27	0.00000	336	0.00004	246	0.00003	3	0.00000	3	0.00000	8	0.00000	105	0.00002	11	0.00002	133	0.00002	81	0.00005	211	0.00010	183	0.00009	15	0.00000	47	0.00002	107	0.00001	117	0.00002	62	0.00004	384	0.00007	25	0.00000	32	0.00000	169	0.00004	191	0.00005	28	0.00017	2	0.00016	2	0.00012	659	0.00013	293	0.00010	455	0.00012	477	0.00012	571	0.00014	267	0.00020	0	0.00000	1	0.00010	6	0.00000	108	0.00003	7	0.00000	83	0.00001	175	0.00003	78	0.00001	299	0.00004	231	0.00004	117	0.00002	12	0.00000	8	0.00000	7	0.00000	150	0.00004	133	0.00003	180	0.00003	236	0.00026	35	0.00001	8	0.00000	1	0.00013	0	0.00000	21	0.00000	250	0.00006	253	0.00008	87	0.00001	87	0.00001	60	0.00001	272	0.00003	159	0.00002	286	0.00004	14	0.00001	1	0.00000	5	0.00000	151	0.00003	207	0.00003	244	0.00003	0	0.00000	341	0.00018	0	0.00000	15	0.00002	2	0.00001	13	0.00001	1	0.00000	2	0.00000	0	0.00000	2	0.00000	0	0.00000	42	0.00004	20	0.00003	28	0.00002	7	0.00003	11	0.00001	0	0.00000	0	0.00000	0	0.00000	5	0.00000	1	0.00001	1	0.00000	2	0.00000	10	0.00001	4	0.00001	3	0.00000	0	0.00000
Morganellaceae	1903414	F	16	0.00001	337	0.00047	267	0.00033	330	0.00048	384	0.00029	108	0.00035	185	0.00032	257	0.00035	136	0.00026	156	0.00033	368	0.00037	415	0.00044	29	0.00001	507	0.00028	224	0.00018	155	0.00033	454	0.00058	443	0.00028	196	0.00036	313	0.00061	301	0.00046	568	0.00078	261	0.00027	0	0.00000	6	0.00028	1	0.00014	84	0.00001	129	0.00002	5	0.00000	9	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000	730	0.00046	938	0.00045	1052	0.00049	28	0.00001	11	0.00000	17	0.00000	24	0.00000	19	0.00000	37	0.00001	28	0.00001	39	0.00001	36	0.00001	30	0.00001	2	0.00001	4	0.00001	110	0.00004	326	0.00038	1547	0.00104	1	0.00005	1	0.00013	1089	0.00051	911	0.00029	1346	0.00063	10	0.00000	11	0.00000	19	0.00000	21	0.00000	32	0.00000	32	0.00000	8	0.00000	15	0.00001	20	0.00001	35	0.00001	8	0.00001	57	0.00001	531	0.00034	1923	0.00090	1768	0.00085	122	0.00002	507	0.00017	109	0.00001	95	0.00001	12	0.00001	19	0.00000	38	0.00000	32	0.00000	61	0.00001	127	0.00003	106	0.00063	0	0.00000	1	0.00006	335	0.00006	143	0.00005	252	0.00007	284	0.00007	275	0.00007	102	0.00008	2	0.00020	0	0.00000	76	0.00002	247	0.00007	41	0.00001	36	0.00001	23	0.00000	45	0.00001	36	0.00000	31	0.00000	44	0.00001	33	0.00001	26	0.00001	32	0.00001	45	0.00001	66	0.00001	107	0.00002	610	0.00067	93	0.00002	2	0.00000	0	0.00000	0	0.00000	144	0.00002	526	0.00012	788	0.00026	38	0.00000	60	0.00001	28	0.00000	36	0.00000	28	0.00000	40	0.00001	22	0.00001	11	0.00000	13	0.00001	39	0.00001	95	0.00001	115	0.00002	0	0.00000	902	0.00048	2	0.00000	192	0.00020	52	0.00023	2	0.00000	2	0.00000	12	0.00001	14	0.00001	3	0.00000	0	0.00000	12	0.00001	5	0.00001	22	0.00002	4	0.00002	1	0.00000	0	0.00000	2	0.00000	3	0.00001	4	0.00000	0	0.00000	14	0.00001	2	0.00000	7	0.00000	0	0.00000	3	0.00000	1	0.00000
Hafniaceae	1903412	F	12	0.00000	214	0.00030	236	0.00029	205	0.00030	154	0.00012	71	0.00023	206	0.00035	236	0.00032	78	0.00015	100	0.00021	187	0.00019	215	0.00023	5	0.00000	294	0.00016	160	0.00013	172	0.00037	254	0.00032	290	0.00018	214	0.00040	159	0.00031	208	0.00032	128	0.00018	111	0.00012	0	0.00000	3	0.00014	0	0.00000	19	0.00000	18	0.00000	8	0.00000	21	0.00000	5	0.00000	10	0.00000	0	0.00000	0	0.00000	47	0.00003	74	0.00004	86	0.00004	3	0.00000	0	0.00000	4	0.00000	1	0.00000	4	0.00000	3	0.00000	0	0.00000	21	0.00000	0	0.00000	2	0.00000	0	0.00000	2	0.00000	0	0.00000	15	0.00002	42	0.00003	2	0.00009	0	0.00000	69	0.00003	61	0.00002	85	0.00004	10	0.00000	2	0.00000	7	0.00000	1	0.00000	9	0.00000	7	0.00000	0	0.00000	0	0.00000	2	0.00000	6	0.00000	1	0.00000	6	0.00000	2	0.00000	60	0.00003	41	0.00002	7	0.00000	36	0.00001	52	0.00001	54	0.00001	5	0.00000	30	0.00001	24	0.00000	24	0.00000	9	0.00000	8	0.00000	4	0.00002	0	0.00000	0	0.00000	99	0.00002	47	0.00002	64	0.00002	82	0.00002	77	0.00002	42	0.00003	0	0.00000	0	0.00000	6	0.00000	31	0.00001	4	0.00000	20	0.00000	20	0.00000	28	0.00000	20	0.00000	16	0.00000	15	0.00000	1	0.00000	0	0.00000	0	0.00000	29	0.00001	4	0.00000	5	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	7	0.00000	43	0.00001	26	0.00001	26	0.00000	9	0.00000	24	0.00000	20	0.00000	21	0.00000	24	0.00000	1	0.00000	0	0.00000	9	0.00000	34	0.00001	4	0.00000	6	0.00000	1	0.00011	0	0.00000	0	0.00000	5	0.00001	2	0.00001	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	1	0.00000	2	0.00000	5	0.00002	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Erwiniaceae	1903409	F	4	0.00000	879	0.00123	550	0.00068	823	0.00119	776	0.00058	213	0.00069	517	0.00089	610	0.00084	266	0.00051	281	0.00059	808	0.00081	902	0.00096	25	0.00001	1069	0.00060	470	0.00037	441	0.00094	596	0.00076	709	0.00045	483	0.00090	493	0.00096	752	0.00115	295	0.00041	516	0.00054	9	0.00001	10	0.00047	2	0.00027	24	0.00000	35	0.00001	36	0.00001	55	0.00001	12	0.00000	21	0.00001	1	0.00024	1	0.00025	812	0.00051	1100	0.00052	1216	0.00057	81	0.00002	52	0.00001	91	0.00001	57	0.00001	66	0.00001	89	0.00001	24	0.00000	49	0.00001	36	0.00001	73	0.00002	4	0.00002	5	0.00001	148	0.00005	711	0.00083	1858	0.00125	49	0.00222	5	0.00064	1328	0.00062	1070	0.00034	1490	0.00069	56	0.00001	101	0.00001	86	0.00001	53	0.00001	94	0.00001	99	0.00001	7	0.00000	16	0.00001	27	0.00001	96	0.00002	10	0.00002	130	0.00002	562	0.00036	2287	0.00107	2070	0.00099	168	0.00003	625	0.00021	223	0.00003	230	0.00003	23	0.00002	64	0.00001	54	0.00001	53	0.00001	120	0.00003	171	0.00004	142	0.00084	1	0.00008	2	0.00012	479	0.00009	240	0.00008	303	0.00008	411	0.00010	346	0.00008	182	0.00014	0	0.00000	4	0.00040	106	0.00003	359	0.00010	70	0.00001	228	0.00003	99	0.00002	105	0.00002	68	0.00001	76	0.00001	123	0.00002	15	0.00000	32	0.00001	33	0.00001	82	0.00002	88	0.00002	156	0.00003	1109	0.00121	60	0.00001	4	0.00000	3	0.00039	1	0.00020	203	0.00003	618	0.00014	897	0.00030	271	0.00003	143	0.00002	168	0.00003	96	0.00001	100	0.00001	82	0.00001	24	0.00001	15	0.00001	21	0.00001	85	0.00002	129	0.00002	159	0.00002	2	0.00023	1415	0.00075	5	0.00000	7	0.00001	3	0.00001	7	0.00000	9	0.00001	2	0.00000	0	0.00000	3	0.00000	1	0.00000	2	0.00000	3	0.00000	32	0.00003	13	0.00005	5	0.00001	1	0.00000	4	0.00000	4	0.00001	2	0.00000	0	0.00000	9	0.00000	2	0.00000	6	0.00000	1	0.00000	2	0.00000	1	0.00000
Pectobacteriaceae	1903410	F	4	0.00000	518	0.00073	420	0.00052	635	0.00092	537	0.00040	180	0.00058	415	0.00071	459	0.00063	235	0.00045	150	0.00032	484	0.00049	562	0.00060	15	0.00001	603	0.00034	290	0.00023	345	0.00074	454	0.00058	553	0.00035	354	0.00066	471	0.00092	546	0.00084	202	0.00028	439	0.00046	22	0.00002	6	0.00028	0	0.00000	17	0.00000	25	0.00000	14	0.00000	15	0.00000	7	0.00000	5	0.00000	0	0.00000	0	0.00000	23	0.00001	44	0.00002	42	0.00002	24	0.00000	7	0.00000	4	0.00000	11	0.00000	6	0.00000	12	0.00000	1	0.00000	10	0.00000	4	0.00000	61	0.00002	6	0.00003	5	0.00001	13	0.00000	130	0.00015	180	0.00012	1	0.00005	0	0.00000	38	0.00002	25	0.00001	42	0.00002	6	0.00000	7	0.00000	7	0.00000	9	0.00000	14	0.00000	20	0.00000	0	0.00000	3	0.00000	3	0.00000	96	0.00002	8	0.00001	112	0.00002	97	0.00006	169	0.00008	301	0.00014	7	0.00000	12	0.00000	46	0.00001	42	0.00001	8	0.00001	33	0.00001	11	0.00000	17	0.00000	105	0.00002	106	0.00003	22	0.00013	0	0.00000	1	0.00006	313	0.00006	157	0.00005	208	0.00006	246	0.00006	243	0.00006	170	0.00013	0	0.00000	0	0.00000	1	0.00000	68	0.00002	3	0.00000	24	0.00000	31	0.00000	21	0.00000	20	0.00000	33	0.00001	21	0.00000	2	0.00000	6	0.00000	6	0.00000	69	0.00002	89	0.00002	128	0.00002	16	0.00002	14	0.00000	1	0.00000	0	0.00000	0	0.00000	9	0.00000	127	0.00003	33	0.00001	32	0.00000	14	0.00000	19	0.00000	28	0.00000	21	0.00000	16	0.00000	6	0.00000	3	0.00000	5	0.00000	83	0.00002	139	0.00002	148	0.00002	0	0.00000	111	0.00006	4	0.00000	4	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	1	0.00000	2	0.00000	0	0.00000	1	0.00000	5	0.00001	27	0.00002	5	0.00002	2	0.00000	0	0.00000	1	0.00000	0	0.00000	2	0.00000	0	0.00000	4	0.00000	2	0.00000	1	0.00000	0	0.00000	1	0.00000	1	0.00000
Budviciaceae	1903416	F	0	0.00000	72	0.00010	47	0.00006	75	0.00011	82	0.00006	31	0.00010	66	0.00011	62	0.00009	39	0.00007	18	0.00004	71	0.00007	76	0.00008	0	0.00000	71	0.00004	48	0.00004	38	0.00008	67	0.00009	67	0.00004	40	0.00007	64	0.00012	66	0.00010	21	0.00003	44	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	1	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	1	0.00000	21	0.00001	36	0.00004	185	0.00012	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	1	0.00000	1	0.00000	2	0.00000	3	0.00000	5	0.00000	0	0.00000	1	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	43	0.00003	195	0.00009	169	0.00008	0	0.00000	1	0.00000	3	0.00000	8	0.00000	2	0.00000	3	0.00000	1	0.00000	2	0.00000	2	0.00000	7	0.00000	18	0.00011	0	0.00000	0	0.00000	53	0.00001	24	0.00001	35	0.00001	41	0.00001	45	0.00001	18	0.00001	0	0.00000	0	0.00000	4	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	6	0.00000	6	0.00000	6	0.00000	1	0.00000	1	0.00000	0	0.00000	4	0.00000	2	0.00000	1	0.00000	5	0.00001	98	0.00002	1	0.00000	0	0.00000	0	0.00000	3	0.00000	1	0.00000	31	0.00001	1	0.00000	1	0.00000	1	0.00000	10	0.00000	2	0.00000	6	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00000	7	0.00000	6	0.00000	0	0.00000	117	0.00006	3	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	4	0.00000	1	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
