name	taxonomy_id	taxonomy_lvl	03G.CLEAN_order.bracken_num	03G.CLEAN_order.bracken_frac	060721ABT_order.bracken_num	060721ABT_order.bracken_frac	060821ABT_order.bracken_num	060821ABT_order.bracken_frac	061421ABT_order.bracken_num	061421ABT_order.bracken_frac	061521ABT_order.bracken_num	061521ABT_order.bracken_frac	062121ABT_order.bracken_num	062121ABT_order.bracken_frac	062221ABT_order.bracken_num	062221ABT_order.bracken_frac	062821ABT_order.bracken_num	062821ABT_order.bracken_frac	062921MRT_order.bracken_num	062921MRT_order.bracken_frac	071321ABT_order.bracken_num	071321ABT_order.bracken_frac	071421MRT_order.bracken_num	071421MRT_order.bracken_frac	071921ABT_order.bracken_num	071921ABT_order.bracken_frac	071U_order.bracken_num	071U_order.bracken_frac	072021ABT_order.bracken_num	072021ABT_order.bracken_frac	080921SM_order.bracken_num	080921SM_order.bracken_frac	081821AB_order.bracken_num	081821AB_order.bracken_frac	082521MR_order.bracken_num	082521MR_order.bracken_frac	082621SH1_order.bracken_num	082621SH1_order.bracken_frac	082621SH2_order.bracken_num	082621SH2_order.bracken_frac	090121SM_order.bracken_num	090121SM_order.bracken_frac	090321SH_order.bracken_num	090321SH_order.bracken_frac	091021AB_order.bracken_num	091021AB_order.bracken_frac	091721ABU_order.bracken_num	091721ABU_order.bracken_frac	AM1_order.bracken_num	AM1_order.bracken_frac	BHI-1_order.bracken_num	BHI-1_order.bracken_frac	BHI-2_order.bracken_num	BHI-2_order.bracken_frac	COMM1_order.bracken_num	COMM1_order.bracken_frac	COMM2_order.bracken_num	COMM2_order.bracken_frac	EHS.08.1_order.bracken_num	EHS.08.1_order.bracken_frac	EHS.08.2_order.bracken_num	EHS.08.2_order.bracken_frac	EHS.CL.1_order.bracken_num	EHS.CL.1_order.bracken_frac	EHS.CL.2_order.bracken_num	EHS.CL.2_order.bracken_frac	I_BK-1_order.bracken_num	I_BK-1_order.bracken_frac	I_BK-2_order.bracken_num	I_BK-2_order.bracken_frac	I_BK-F01-1_order.bracken_num	I_BK-F01-1_order.bracken_frac	I_BK-F01-2_order.bracken_num	I_BK-F01-2_order.bracken_frac	I_BK-F01-3_order.bracken_num	I_BK-F01-3_order.bracken_frac	I_BK-F02-1_order.bracken_num	I_BK-F02-1_order.bracken_frac	I_BK-F02-2_order.bracken_num	I_BK-F02-2_order.bracken_frac	I_BK-F02-3_order.bracken_num	I_BK-F02-3_order.bracken_frac	I_BK-F06-1_order.bracken_num	I_BK-F06-1_order.bracken_frac	I_BK-F06-2_order.bracken_num	I_BK-F06-2_order.bracken_frac	I_BK-F06-3_order.bracken_num	I_BK-F06-3_order.bracken_frac	I_BK-F09-1_order.bracken_num	I_BK-F09-1_order.bracken_frac	I_BK-F09-2_order.bracken_num	I_BK-F09-2_order.bracken_frac	I_BK-F09-3_order.bracken_num	I_BK-F09-3_order.bracken_frac	I_BK-F15-1_order.bracken_num	I_BK-F15-1_order.bracken_frac	I_BK-F15-2_order.bracken_num	I_BK-F15-2_order.bracken_frac	I_BK-F15-3_order.bracken_num	I_BK-F15-3_order.bracken_frac	I_BK-F16-1_order.bracken_num	I_BK-F16-1_order.bracken_frac	I_BK-F16-2_order.bracken_num	I_BK-F16-2_order.bracken_frac	I_BK-F16-3_order.bracken_num	I_BK-F16-3_order.bracken_frac	I_PN-1_order.bracken_num	I_PN-1_order.bracken_frac	I_PN-2_order.bracken_num	I_PN-2_order.bracken_frac	I_PN-F01-1_order.bracken_num	I_PN-F01-1_order.bracken_frac	I_PN-F01-2_order.bracken_num	I_PN-F01-2_order.bracken_frac	I_PN-F01-3_order.bracken_num	I_PN-F01-3_order.bracken_frac	I_PN-F02-1_order.bracken_num	I_PN-F02-1_order.bracken_frac	I_PN-F02-2_order.bracken_num	I_PN-F02-2_order.bracken_frac	I_PN-F02-3_order.bracken_num	I_PN-F02-3_order.bracken_frac	I_PN-F06-1_order.bracken_num	I_PN-F06-1_order.bracken_frac	I_PN-F06-2_order.bracken_num	I_PN-F06-2_order.bracken_frac	I_PN-F06-3_order.bracken_num	I_PN-F06-3_order.bracken_frac	I_PN-F09-1_order.bracken_num	I_PN-F09-1_order.bracken_frac	I_PN-F09-2_order.bracken_num	I_PN-F09-2_order.bracken_frac	I_PN-F09-3_order.bracken_num	I_PN-F09-3_order.bracken_frac	I_PN-F15-1_order.bracken_num	I_PN-F15-1_order.bracken_frac	I_PN-F15-2_order.bracken_num	I_PN-F15-2_order.bracken_frac	I_PN-F15-3_order.bracken_num	I_PN-F15-3_order.bracken_frac	I_PN-F16-1_order.bracken_num	I_PN-F16-1_order.bracken_frac	I_PN-F16-2_order.bracken_num	I_PN-F16-2_order.bracken_frac	I_PN-F16-3_order.bracken_num	I_PN-F16-3_order.bracken_frac	NB-F01-1_order.bracken_num	NB-F01-1_order.bracken_frac	NB-F01-2_order.bracken_num	NB-F01-2_order.bracken_frac	NB-F02-1_order.bracken_num	NB-F02-1_order.bracken_frac	NB-F02-2_order.bracken_num	NB-F02-2_order.bracken_frac	NB-F06-1_order.bracken_num	NB-F06-1_order.bracken_frac	NB-F06-2_order.bracken_num	NB-F06-2_order.bracken_frac	NB-F09-1_order.bracken_num	NB-F09-1_order.bracken_frac	NB-F09-2_order.bracken_num	NB-F09-2_order.bracken_frac	NB-F15-1_order.bracken_num	NB-F15-1_order.bracken_frac	NB-F15-2_order.bracken_num	NB-F15-2_order.bracken_frac	NB-F16-1_order.bracken_num	NB-F16-1_order.bracken_frac	NEG1_order.bracken_num	NEG1_order.bracken_frac	NEG2_order.bracken_num	NEG2_order.bracken_frac	NIST1-2_order.bracken_num	NIST1-2_order.bracken_frac	NIST2-2_order.bracken_num	NIST2-2_order.bracken_frac	NIST3-1_order.bracken_num	NIST3-1_order.bracken_frac	NIST4-1_order.bracken_num	NIST4-1_order.bracken_frac	NIST4-2_order.bracken_num	NIST4-2_order.bracken_frac	NIST5-2_order.bracken_num	NIST5-2_order.bracken_frac	S_BK-1_order.bracken_num	S_BK-1_order.bracken_frac	S_BK-2_order.bracken_num	S_BK-2_order.bracken_frac	S_BK-F01-1_order.bracken_num	S_BK-F01-1_order.bracken_frac	S_BK-F01-2_order.bracken_num	S_BK-F01-2_order.bracken_frac	S_BK-F01-3_order.bracken_num	S_BK-F01-3_order.bracken_frac	S_BK-F02-1_order.bracken_num	S_BK-F02-1_order.bracken_frac	S_BK-F02-2_order.bracken_num	S_BK-F02-2_order.bracken_frac	S_BK-F02-3_order.bracken_num	S_BK-F02-3_order.bracken_frac	S_BK-F06-1_order.bracken_num	S_BK-F06-1_order.bracken_frac	S_BK-F06-2_order.bracken_num	S_BK-F06-2_order.bracken_frac	S_BK-F06-3_order.bracken_num	S_BK-F06-3_order.bracken_frac	S_BK-F09-1_order.bracken_num	S_BK-F09-1_order.bracken_frac	S_BK-F09-2_order.bracken_num	S_BK-F09-2_order.bracken_frac	S_BK-F09-3_order.bracken_num	S_BK-F09-3_order.bracken_frac	S_BK-F15-1_order.bracken_num	S_BK-F15-1_order.bracken_frac	S_BK-F15-2_order.bracken_num	S_BK-F15-2_order.bracken_frac	S_BK-F15-3_order.bracken_num	S_BK-F15-3_order.bracken_frac	S_BK-F16-1_order.bracken_num	S_BK-F16-1_order.bracken_frac	S_BK-F16-2_order.bracken_num	S_BK-F16-2_order.bracken_frac	S_BK-F16-3_order.bracken_num	S_BK-F16-3_order.bracken_frac	S_PN-1_order.bracken_num	S_PN-1_order.bracken_frac	S_PN-2_order.bracken_num	S_PN-2_order.bracken_frac	S_PN-F01-1_order.bracken_num	S_PN-F01-1_order.bracken_frac	S_PN-F01-2_order.bracken_num	S_PN-F01-2_order.bracken_frac	S_PN-F01-3_order.bracken_num	S_PN-F01-3_order.bracken_frac	S_PN-F02-1_order.bracken_num	S_PN-F02-1_order.bracken_frac	S_PN-F02-2_order.bracken_num	S_PN-F02-2_order.bracken_frac	S_PN-F02-3_order.bracken_num	S_PN-F02-3_order.bracken_frac	S_PN-F06-1_order.bracken_num	S_PN-F06-1_order.bracken_frac	S_PN-F06-2_order.bracken_num	S_PN-F06-2_order.bracken_frac	S_PN-F06-3_order.bracken_num	S_PN-F06-3_order.bracken_frac	S_PN-F09-1_order.bracken_num	S_PN-F09-1_order.bracken_frac	S_PN-F09-2_order.bracken_num	S_PN-F09-2_order.bracken_frac	S_PN-F09-3_order.bracken_num	S_PN-F09-3_order.bracken_frac	S_PN-F15-1_order.bracken_num	S_PN-F15-1_order.bracken_frac	S_PN-F15-2_order.bracken_num	S_PN-F15-2_order.bracken_frac	S_PN-F15-3_order.bracken_num	S_PN-F15-3_order.bracken_frac	S_PN-F16-1_order.bracken_num	S_PN-F16-1_order.bracken_frac	S_PN-F16-2_order.bracken_num	S_PN-F16-2_order.bracken_frac	S_PN-F16-3_order.bracken_num	S_PN-F16-3_order.bracken_frac	VA13-1_order.bracken_num	VA13-1_order.bracken_frac	VA13-2_order.bracken_num	VA13-2_order.bracken_frac	VA14-1_order.bracken_num	VA14-1_order.bracken_frac	VA14-2_order.bracken_num	VA14-2_order.bracken_frac	VA15-1_order.bracken_num	VA15-1_order.bracken_frac	VA15-2_order.bracken_num	VA15-2_order.bracken_frac	VA16-1_order.bracken_num	VA16-1_order.bracken_frac	VA16-2_order.bracken_num	VA16-2_order.bracken_frac	VA17-1_order.bracken_num	VA17-1_order.bracken_frac	VA17-2_order.bracken_num	VA17-2_order.bracken_frac	VA18-1_order.bracken_num	VA18-1_order.bracken_frac	VA18-2_order.bracken_num	VA18-2_order.bracken_frac	VA19-1_order.bracken_num	VA19-1_order.bracken_frac	VA19-2_order.bracken_num	VA19-2_order.bracken_frac	VA20-1_order.bracken_num	VA20-1_order.bracken_frac	VA20-2_order.bracken_num	VA20-2_order.bracken_frac	VA21-1_order.bracken_num	VA21-1_order.bracken_frac	VA21-2_order.bracken_num	VA21-2_order.bracken_frac	VA22-1_order.bracken_num	VA22-1_order.bracken_frac	VA22-2_order.bracken_num	VA22-2_order.bracken_frac	VA23-1_order.bracken_num	VA23-1_order.bracken_frac	VA23-2_order.bracken_num	VA23-2_order.bracken_frac	VA24-1_order.bracken_num	VA24-1_order.bracken_frac	VA24-2_order.bracken_num	VA24-2_order.bracken_frac
Enterobacterales	91347	O	2637570	0.99044	10864	0.01526	8197	0.01012	8357	0.01208	13463	0.01011	4238	0.01377	9001	0.01541	9685	0.01331	4884	0.00935	4231	0.00892	9354	0.00942	8789	0.00939	2964132	0.99501	8873	0.00495	6171	0.00482	5866	0.01252	8638	0.01099	10083	0.00640	6533	0.01211	6450	0.01254	10626	0.01625	5474	0.00752	6621	0.00697	10452	0.00753	774	0.03617	1860	0.25351	1596458	0.28278	1973978	0.28375	7086334	0.99941	7047247	0.99920	2756489	0.99971	2748730	0.99950	480	0.11313	564	0.14315	3381	0.00211	23992	0.01141	5047	0.00237	132998	0.02706	24473	0.00392	50041	0.00666	24986	0.00442	16582	0.00229	146833	0.02044	574	0.00011	634423	0.11076	496	0.00008	11758	0.00332	1350	0.00751	1312	0.00296	1598	0.00057	4883	0.00567	10774	0.00724	2067	0.09358	2229	0.28599	5924	0.00277	5207	0.00164	6839	0.00319	210162	0.03258	3845	0.00052	320469	0.03889	9089	0.00151	179722	0.02263	256234	0.02879	490	0.00026	464	0.00019	29094	0.00865	2828	0.00050	2732	0.00489	3899	0.00058	4833	0.00313	13040	0.00611	12191	0.00586	5380	0.00090	3153	0.00104	2011491	0.26286	1817837	0.25184	452470	0.30210	1188050	0.21664	1194673	0.13925	1213322	0.14162	3803	0.00081	4623	0.00114	3732	0.02219	1383	0.11184	2799	0.16287	800102	0.15249	480723	0.16046	585484	0.15666	579644	0.14085	510554	0.12428	118435	0.08982	909	0.08899	912	0.09067	2150	0.00058	2982	0.00079	2543	0.00050	1067627	0.15462	1059307	0.16528	1190477	0.19119	937148	0.12507	1161704	0.18001	1046225	0.16022	1478	0.00027	1105	0.00021	1484	0.00025	913721	0.23507	2386	0.00050	2161	0.00037	4951	0.00542	1716	0.00036	493	0.00007	477	0.06197	1157	0.22606	3979	0.00065	5226	0.00117	6254	0.00208	1475712	0.18021	2866	0.00037	685874	0.10728	1229289	0.15283	951217	0.13395	930153	0.13664	167563	0.06226	704	0.00024	391362	0.16700	1066851	0.23683	4075	0.00061	2821	0.00040	1976	0.22292	8762	0.00463	569	0.00009	6014	0.00616	1501	0.00655	5886	0.00341	1271	0.00107	5726	0.00435	160	0.00017	6434	0.00541	567	0.00059	110634	0.10742	88355	0.11424	5100	0.00418	733	0.00282	9395	0.01281	720	0.00341	839	0.00091	796	0.00189	1106	0.00106	406	0.00415	2534	0.00133	594	0.00122	1751	0.00123	203	0.00047	2064	0.00258	336	0.00135
Pseudomonadales	72274	O	166	0.00006	10023	0.01408	6234	0.00770	11295	0.01632	10284	0.00772	3050	0.00991	9078	0.01554	8737	0.01201	4575	0.00876	3746	0.00790	11601	0.01168	13177	0.01407	310	0.00010	12890	0.00720	6482	0.00507	6980	0.01490	9543	0.01214	9356	0.00593	7066	0.01310	9299	0.01808	11189	0.01711	4190	0.00576	8011	0.00843	7250	0.00522	164	0.00766	77	0.01049	623420	0.11042	775815	0.11152	191	0.00003	200	0.00003	25	0.00001	30	0.00001	52	0.01226	20	0.00508	1427	0.00089	1709	0.00081	1977	0.00093	393	0.00008	230	0.00004	232	0.00003	240	0.00004	182	0.00003	223	0.00003	206	0.00004	113	0.00002	134	0.00002	245	0.00007	58	0.00032	65	0.00015	207	0.00007	1354	0.00157	2426	0.00163	2456	0.11119	112	0.01437	2572	0.00120	1834	0.00058	2507	0.00117	376	0.00006	341	0.00005	287	0.00003	249	0.00004	236	0.00003	200	0.00002	64	0.00003	69	0.00003	66	0.00002	469	0.00008	117	0.00021	488	0.00007	1014	0.00066	2776	0.00130	2589	0.00124	287	0.00005	962	0.00032	1219	0.00016	1702	0.00024	99	0.00007	162	0.00003	269	0.00003	271	0.00003	1228	0.00026	833	0.00021	323	0.00192	58	0.00469	203	0.01181	411858	0.07849	208289	0.06952	292443	0.07825	260170	0.06322	231813	0.05643	47854	0.03629	65	0.00636	43	0.00427	243	0.00007	755	0.00020	148	0.00003	775	0.00011	578	0.00009	1324	0.00021	312	0.00004	245	0.00004	276	0.00004	199	0.00004	172	0.00003	169	0.00003	310	0.00008	601	0.00013	726	0.00012	1588	0.00174	378	0.00008	55	0.00001	227	0.02949	42	0.00821	467	0.00008	1470	0.00033	1783	0.00059	1066	0.00013	1048	0.00014	1385	0.00022	324	0.00004	208	0.00003	202	0.00003	123	0.00005	82	0.00003	63	0.00003	314	0.00007	907	0.00014	958	0.00014	30	0.00338	2343	0.00124	106	0.00002	301	0.00031	25	0.00011	357	0.00021	108	0.00009	268	0.00020	47	0.00005	253	0.00021	170	0.00018	216	0.00021	59	0.00008	372	0.00031	83	0.00032	4469	0.00609	14	0.00007	225	0.00024	18	0.00004	309	0.00030	2	0.00002	378	0.00020	39	0.00008	332	0.00023	11	0.00003	279	0.00035	69	0.00028
Xanthomonadales	135614	O	43	0.00002	1766	0.00248	1088	0.00134	1728	0.00250	1733	0.00130	454	0.00147	1448	0.00248	1515	0.00208	681	0.00130	691	0.00146	1733	0.00175	1936	0.00207	100	0.00003	1983	0.00111	1101	0.00086	1141	0.00244	1624	0.00207	1997	0.00127	1187	0.00220	1585	0.00308	1614	0.00247	728	0.00100	1307	0.00138	1338643	0.96448	27	0.00126	22	0.00300	120	0.00002	99	0.00001	63	0.00001	81	0.00001	1	0.00000	4	0.00000	3	0.00071	1	0.00025	3	0.00000	146	0.00007	3	0.00000	26	0.00001	209	0.00003	16	0.00000	23	0.00000	334	0.00005	26	0.00000	9	0.00000	201	0.00004	8	0.00000	131	0.00004	7	0.00004	18	0.00004	2	0.00000	18	0.00002	84	0.00006	50	0.00226	4	0.00051	6	0.00000	303	0.00010	5	0.00000	9	0.00000	299	0.00004	21	0.00000	19	0.00000	237	0.00003	16	0.00000	1	0.00000	63	0.00003	6	0.00000	232	0.00004	19	0.00003	271	0.00004	7	0.00000	105	0.00005	19	0.00001	17	0.00000	22	0.00001	67	0.00001	55	0.00001	9	0.00001	35	0.00001	56	0.00001	39	0.00000	400	0.00009	348	0.00009	53	0.00032	2	0.00016	65	0.00378	799	0.00015	274	0.00009	499	0.00013	711	0.00017	571	0.00014	506	0.00038	5	0.00049	15	0.00149	3	0.00000	11	0.00000	10	0.00000	71	0.00001	61	0.00001	44	0.00001	30	0.00000	37	0.00001	60	0.00001	18	0.00000	29	0.00001	21	0.00000	146	0.00004	265	0.00006	376	0.00006	2	0.00000	15	0.00000	7	0.00000	7	0.00091	11	0.00215	32	0.00001	17	0.00000	25	0.00001	44	0.00001	45	0.00001	39	0.00001	58	0.00001	44	0.00001	46	0.00001	7	0.00000	10	0.00000	4	0.00000	162	0.00004	393	0.00006	429	0.00006	0	0.00000	21	0.00001	9	0.00000	160	0.00016	2	0.00001	91	0.00005	4	0.00000	107	0.00008	3	0.00000	78	0.00007	5	0.00001	74	0.00007	3	0.00000	101	0.00008	13	0.00005	9	0.00001	1	0.00000	185	0.00020	0	0.00000	4	0.00000	2	0.00002	5	0.00000	5	0.00001	3	0.00000	1	0.00000	3	0.00000	0	0.00000
Aeromonadales	135624	O	20	0.00001	915	0.00129	692	0.00085	937	0.00135	1054	0.00079	298	0.00097	880	0.00151	895	0.00123	400	0.00077	334	0.00070	1013	0.00102	1127	0.00120	128	0.00004	1084	0.00061	627	0.00049	698	0.00149	968	0.00123	1122	0.00071	669	0.00124	918	0.00179	979	0.00150	465	0.00064	637	0.00067	547	0.00039	13	0.00061	44	0.00600	77	0.00001	74	0.00001	45	0.00001	61	0.00001	12	0.00000	11	0.00000	11	0.00259	15	0.00381	42	0.00003	54	0.00003	98	0.00005	62	0.00001	88	0.00001	101	0.00001	58	0.00001	52	0.00001	46	0.00001	26	0.00001	40	0.00001	28	0.00000	41	0.00001	27	0.00015	31	0.00007	32	0.00001	245	0.00028	162	0.00011	64	0.00290	54	0.00693	75	0.00004	60	0.00002	112	0.00005	96	0.00001	106	0.00001	101	0.00001	58	0.00001	66	0.00001	47	0.00001	18	0.00001	17	0.00001	18	0.00001	96	0.00002	53	0.00009	51	0.00001	189	0.00012	257	0.00012	135	0.00006	38	0.00001	58	0.00002	93	0.00001	106	0.00001	41	0.00003	50	0.00001	66	0.00001	79	0.00001	145	0.00003	151	0.00004	68	0.00040	25	0.00202	46	0.00268	244567	0.04661	136813	0.04567	169242	0.04529	162580	0.03951	148284	0.03610	33719	0.02557	27	0.00264	23	0.00229	46	0.00001	49	0.00001	25	0.00000	121	0.00002	81	0.00001	70	0.00001	85	0.00001	67	0.00001	56	0.00001	88	0.00002	46	0.00001	28	0.00000	26	0.00001	120	0.00003	92	0.00002	35	0.00004	51	0.00001	23	0.00000	20	0.00260	25	0.00488	117	0.00002	98	0.00002	116	0.00004	185	0.00002	132	0.00002	101	0.00002	96	0.00001	59	0.00001	44	0.00001	53	0.00002	24	0.00001	14	0.00001	43	0.00001	201	0.00003	117	0.00002	22	0.00248	255	0.00013	158	0.00003	59	0.00006	5	0.00002	144	0.00008	60	0.00005	97	0.00007	21	0.00002	60	0.00005	37	0.00004	67	0.00007	40	0.00005	77	0.00006	24	0.00009	2542	0.00346	8	0.00004	151	0.00016	12	0.00003	236	0.00023	5	0.00005	275	0.00014	19	0.00004	208	0.00015	12	0.00003	191	0.00024	16	0.00006
Legionellales	118969	O	15	0.00001	544	0.00076	222	0.00027	448	0.00065	544	0.00041	146	0.00047	331	0.00057	249	0.00034	182	0.00035	154	0.00032	516	0.00052	658	0.00070	85	0.00003	352	0.00020	299	0.00023	239	0.00051	404	0.00051	417	0.00026	267	0.00049	331	0.00064	443	0.00068	173	0.00024	318	0.00033	58	0.00004	10	0.00047	26	0.00354	62	0.00001	57	0.00001	30	0.00000	38	0.00001	7	0.00000	4	0.00000	6	0.00141	18	0.00457	697	0.00043	941	0.00045	1013	0.00048	47	0.00001	38	0.00001	20	0.00000	76	0.00001	95	0.00001	90	0.00001	26	0.00001	16	0.00000	17	0.00000	23	0.00001	30	0.00017	17	0.00004	64	0.00002	281	0.00033	1086	0.00073	26	0.00118	29	0.00372	1135	0.00053	890	0.00028	1215	0.00057	42	0.00001	53	0.00001	34	0.00000	64	0.00001	89	0.00001	95	0.00001	20	0.00001	21	0.00001	14	0.00000	49	0.00001	39	0.00007	51	0.00001	304	0.00020	1226	0.00057	1514	0.00073	151	0.00003	534	0.00018	106	0.00001	88	0.00001	32	0.00002	66	0.00001	58	0.00001	75	0.00001	70	0.00001	110	0.00003	97	0.00058	22	0.00178	39	0.00227	119948	0.02286	71590	0.02390	90591	0.02424	95776	0.02327	81721	0.01989	18719	0.01420	17	0.00166	26	0.00258	123	0.00003	270	0.00007	57	0.00001	75	0.00001	32	0.00000	34	0.00001	116	0.00002	67	0.00001	64	0.00001	57	0.00001	29	0.00001	26	0.00000	31	0.00001	65	0.00001	61	0.00001	276	0.00030	50	0.00001	18	0.00000	15	0.00195	19	0.00371	212	0.00003	602	0.00013	469	0.00016	137	0.00002	76	0.00001	53	0.00001	133	0.00002	74	0.00001	54	0.00001	25	0.00001	24	0.00001	7	0.00000	32	0.00001	126	0.00002	90	0.00001	10	0.00113	460	0.00024	47	0.00001	47	0.00005	9	0.00004	139	0.00008	49	0.00004	65	0.00005	16	0.00002	27	0.00002	16	0.00002	64	0.00006	25	0.00003	79	0.00006	19	0.00007	1451	0.00198	13	0.00006	116	0.00013	7	0.00002	154	0.00015	0	0.00000	231	0.00012	27	0.00006	152	0.00011	5	0.00001	154	0.00019	8	0.00003
Vibrionales	135623	O	4	0.00000	774	0.00109	543	0.00067	776	0.00112	822	0.00062	227	0.00074	562	0.00096	536	0.00074	272	0.00052	267	0.00056	1277	0.00129	1187	0.00127	3	0.00000	962	0.00054	459	0.00036	392	0.00084	721	0.00092	821	0.00052	464	0.00086	576	0.00112	698	0.00107	326	0.00045	562	0.00059	7	0.00001	14	0.00065	5	0.00068	39	0.00001	65	0.00001	10	0.00000	11	0.00000	2	0.00000	2	0.00000	13	0.00306	0	0.00000	918	0.00057	1511	0.00072	2583	0.00121	60	0.00001	45	0.00001	45	0.00001	340	0.00006	418	0.00006	373	0.00005	12	0.00000	13	0.00000	17	0.00000	42	0.00001	5	0.00003	8	0.00002	72	0.00003	973	0.00113	1375	0.00092	244	0.01105	22	0.00282	2288	0.00107	2087	0.00066	3189	0.00149	45	0.00001	33	0.00000	45	0.00001	354	0.00006	465	0.00006	514	0.00006	2	0.00000	6	0.00000	11	0.00000	91	0.00002	6	0.00001	103	0.00002	514	0.00033	1581	0.00074	1295	0.00062	217	0.00004	980	0.00032	146	0.00002	157	0.00002	25	0.00002	228	0.00004	29	0.00000	29	0.00000	174	0.00004	236	0.00006	86	0.00051	2	0.00016	1	0.00006	9329	0.00178	5412	0.00181	6621	0.00177	7723	0.00188	8320	0.00203	1722	0.00131	15	0.00147	6	0.00060	332	0.00009	373	0.00010	31	0.00001	83	0.00001	53	0.00001	69	0.00001	284	0.00004	212	0.00003	339	0.00005	18	0.00000	20	0.00000	32	0.00001	84	0.00002	116	0.00002	169	0.00003	1347	0.00147	73	0.00002	72	0.00001	8	0.00104	9	0.00176	304	0.00005	1629	0.00036	1774	0.00059	115	0.00001	81	0.00001	61	0.00001	363	0.00005	330	0.00005	291	0.00004	33	0.00001	16	0.00001	9	0.00000	101	0.00002	131	0.00002	187	0.00003	1	0.00011	1813	0.00096	38	0.00001	30	0.00003	8	0.00003	12	0.00001	6	0.00001	6	0.00000	7	0.00001	3	0.00000	3	0.00000	12	0.00001	8	0.00001	62	0.00005	17	0.00007	103	0.00014	2	0.00001	30	0.00003	7	0.00002	22	0.00002	0	0.00000	28	0.00001	8	0.00002	24	0.00002	3	0.00001	12	0.00002	3	0.00001
Alteromonadales	135622	O	2	0.00000	1476	0.00207	1129	0.00139	1627	0.00235	1536	0.00115	393	0.00128	988	0.00169	1176	0.00162	648	0.00124	559	0.00118	1460	0.00147	1786	0.00191	9	0.00000	1809	0.00101	872	0.00068	748	0.00160	1182	0.00150	1524	0.00097	825	0.00153	1037	0.00202	1424	0.00218	626	0.00086	984	0.00104	61	0.00004	14	0.00065	1	0.00014	51	0.00001	42	0.00001	5	0.00000	3	0.00000	0	0.00000	2	0.00000	0	0.00000	1	0.00025	1199	0.00075	1780	0.00085	1933	0.00091	66	0.00001	29	0.00000	47	0.00001	100	0.00002	125	0.00002	134	0.00002	14	0.00000	22	0.00000	17	0.00000	49	0.00001	3	0.00002	11	0.00002	150	0.00005	1267	0.00147	3054	0.00205	34	0.00154	4	0.00051	2004	0.00094	1660	0.00052	2344	0.00109	44	0.00001	62	0.00001	40	0.00000	108	0.00002	155	0.00002	171	0.00002	3	0.00000	6	0.00000	8	0.00000	109	0.00002	13	0.00002	97	0.00001	813	0.00053	3508	0.00164	2608	0.00125	232	0.00004	881	0.00029	222	0.00003	197	0.00003	33	0.00002	83	0.00002	43	0.00001	29	0.00000	229	0.00005	313	0.00008	162	0.00096	3	0.00024	2	0.00012	1168	0.00022	501	0.00017	840	0.00022	1005	0.00024	901	0.00022	453	0.00034	2	0.00020	2	0.00020	163	0.00004	555	0.00015	88	0.00002	112	0.00002	60	0.00001	86	0.00001	107	0.00001	97	0.00002	164	0.00003	25	0.00000	24	0.00000	18	0.00000	99	0.00003	160	0.00003	206	0.00004	1319	0.00144	170	0.00004	6	0.00000	1	0.00013	3	0.00059	283	0.00005	1149	0.00026	1883	0.00063	104	0.00001	126	0.00002	65	0.00001	176	0.00002	121	0.00002	132	0.00002	27	0.00001	13	0.00000	12	0.00001	105	0.00002	197	0.00003	226	0.00003	1	0.00011	1976	0.00105	41	0.00001	39	0.00004	8	0.00003	0	0.00000	5	0.00000	2	0.00000	1	0.00000	3	0.00000	2	0.00000	6	0.00001	3	0.00000	99	0.00008	33	0.00013	9	0.00001	2	0.00001	12	0.00001	6	0.00001	13	0.00001	0	0.00000	17	0.00001	6	0.00001	14	0.00001	4	0.00001	2	0.00000	0	0.00000
