name	taxonomy_id	taxonomy_lvl	03G.CLEAN_phylum.bracken_num	03G.CLEAN_phylum.bracken_frac	060721ABT_phylum.bracken_num	060721ABT_phylum.bracken_frac	060821ABT_phylum.bracken_num	060821ABT_phylum.bracken_frac	061421ABT_phylum.bracken_num	061421ABT_phylum.bracken_frac	061521ABT_phylum.bracken_num	061521ABT_phylum.bracken_frac	062121ABT_phylum.bracken_num	062121ABT_phylum.bracken_frac	062221ABT_phylum.bracken_num	062221ABT_phylum.bracken_frac	062821ABT_phylum.bracken_num	062821ABT_phylum.bracken_frac	062921MRT_phylum.bracken_num	062921MRT_phylum.bracken_frac	071321ABT_phylum.bracken_num	071321ABT_phylum.bracken_frac	071421MRT_phylum.bracken_num	071421MRT_phylum.bracken_frac	071921ABT_phylum.bracken_num	071921ABT_phylum.bracken_frac	071U_phylum.bracken_num	071U_phylum.bracken_frac	072021ABT_phylum.bracken_num	072021ABT_phylum.bracken_frac	080921SM_phylum.bracken_num	080921SM_phylum.bracken_frac	081821AB_phylum.bracken_num	081821AB_phylum.bracken_frac	082521MR_phylum.bracken_num	082521MR_phylum.bracken_frac	082621SH1_phylum.bracken_num	082621SH1_phylum.bracken_frac	082621SH2_phylum.bracken_num	082621SH2_phylum.bracken_frac	090121SM_phylum.bracken_num	090121SM_phylum.bracken_frac	090321SH_phylum.bracken_num	090321SH_phylum.bracken_frac	091021AB_phylum.bracken_num	091021AB_phylum.bracken_frac	091721ABU_phylum.bracken_num	091721ABU_phylum.bracken_frac	AM1_phylum.bracken_num	AM1_phylum.bracken_frac	BHI-1_phylum.bracken_num	BHI-1_phylum.bracken_frac	BHI-2_phylum.bracken_num	BHI-2_phylum.bracken_frac	COMM1_phylum.bracken_num	COMM1_phylum.bracken_frac	COMM2_phylum.bracken_num	COMM2_phylum.bracken_frac	EHS.08.1_phylum.bracken_num	EHS.08.1_phylum.bracken_frac	EHS.08.2_phylum.bracken_num	EHS.08.2_phylum.bracken_frac	EHS.CL.1_phylum.bracken_num	EHS.CL.1_phylum.bracken_frac	EHS.CL.2_phylum.bracken_num	EHS.CL.2_phylum.bracken_frac	I_BK-1_phylum.bracken_num	I_BK-1_phylum.bracken_frac	I_BK-2_phylum.bracken_num	I_BK-2_phylum.bracken_frac	I_BK-F01-1_phylum.bracken_num	I_BK-F01-1_phylum.bracken_frac	I_BK-F01-2_phylum.bracken_num	I_BK-F01-2_phylum.bracken_frac	I_BK-F01-3_phylum.bracken_num	I_BK-F01-3_phylum.bracken_frac	I_BK-F02-1_phylum.bracken_num	I_BK-F02-1_phylum.bracken_frac	I_BK-F02-2_phylum.bracken_num	I_BK-F02-2_phylum.bracken_frac	I_BK-F02-3_phylum.bracken_num	I_BK-F02-3_phylum.bracken_frac	I_BK-F06-1_phylum.bracken_num	I_BK-F06-1_phylum.bracken_frac	I_BK-F06-2_phylum.bracken_num	I_BK-F06-2_phylum.bracken_frac	I_BK-F06-3_phylum.bracken_num	I_BK-F06-3_phylum.bracken_frac	I_BK-F09-1_phylum.bracken_num	I_BK-F09-1_phylum.bracken_frac	I_BK-F09-2_phylum.bracken_num	I_BK-F09-2_phylum.bracken_frac	I_BK-F09-3_phylum.bracken_num	I_BK-F09-3_phylum.bracken_frac	I_BK-F15-1_phylum.bracken_num	I_BK-F15-1_phylum.bracken_frac	I_BK-F15-2_phylum.bracken_num	I_BK-F15-2_phylum.bracken_frac	I_BK-F15-3_phylum.bracken_num	I_BK-F15-3_phylum.bracken_frac	I_BK-F16-1_phylum.bracken_num	I_BK-F16-1_phylum.bracken_frac	I_BK-F16-2_phylum.bracken_num	I_BK-F16-2_phylum.bracken_frac	I_BK-F16-3_phylum.bracken_num	I_BK-F16-3_phylum.bracken_frac	I_PN-1_phylum.bracken_num	I_PN-1_phylum.bracken_frac	I_PN-2_phylum.bracken_num	I_PN-2_phylum.bracken_frac	I_PN-F01-1_phylum.bracken_num	I_PN-F01-1_phylum.bracken_frac	I_PN-F01-2_phylum.bracken_num	I_PN-F01-2_phylum.bracken_frac	I_PN-F01-3_phylum.bracken_num	I_PN-F01-3_phylum.bracken_frac	I_PN-F02-1_phylum.bracken_num	I_PN-F02-1_phylum.bracken_frac	I_PN-F02-2_phylum.bracken_num	I_PN-F02-2_phylum.bracken_frac	I_PN-F02-3_phylum.bracken_num	I_PN-F02-3_phylum.bracken_frac	I_PN-F06-1_phylum.bracken_num	I_PN-F06-1_phylum.bracken_frac	I_PN-F06-2_phylum.bracken_num	I_PN-F06-2_phylum.bracken_frac	I_PN-F06-3_phylum.bracken_num	I_PN-F06-3_phylum.bracken_frac	I_PN-F09-1_phylum.bracken_num	I_PN-F09-1_phylum.bracken_frac	I_PN-F09-2_phylum.bracken_num	I_PN-F09-2_phylum.bracken_frac	I_PN-F09-3_phylum.bracken_num	I_PN-F09-3_phylum.bracken_frac	I_PN-F15-1_phylum.bracken_num	I_PN-F15-1_phylum.bracken_frac	I_PN-F15-2_phylum.bracken_num	I_PN-F15-2_phylum.bracken_frac	I_PN-F15-3_phylum.bracken_num	I_PN-F15-3_phylum.bracken_frac	I_PN-F16-1_phylum.bracken_num	I_PN-F16-1_phylum.bracken_frac	I_PN-F16-2_phylum.bracken_num	I_PN-F16-2_phylum.bracken_frac	I_PN-F16-3_phylum.bracken_num	I_PN-F16-3_phylum.bracken_frac	NB-F01-1_phylum.bracken_num	NB-F01-1_phylum.bracken_frac	NB-F01-2_phylum.bracken_num	NB-F01-2_phylum.bracken_frac	NB-F02-1_phylum.bracken_num	NB-F02-1_phylum.bracken_frac	NB-F02-2_phylum.bracken_num	NB-F02-2_phylum.bracken_frac	NB-F06-1_phylum.bracken_num	NB-F06-1_phylum.bracken_frac	NB-F06-2_phylum.bracken_num	NB-F06-2_phylum.bracken_frac	NB-F09-1_phylum.bracken_num	NB-F09-1_phylum.bracken_frac	NB-F09-2_phylum.bracken_num	NB-F09-2_phylum.bracken_frac	NB-F15-1_phylum.bracken_num	NB-F15-1_phylum.bracken_frac	NB-F15-2_phylum.bracken_num	NB-F15-2_phylum.bracken_frac	NB-F16-1_phylum.bracken_num	NB-F16-1_phylum.bracken_frac	NEG1_phylum.bracken_num	NEG1_phylum.bracken_frac	NEG2_phylum.bracken_num	NEG2_phylum.bracken_frac	NIST1-2_phylum.bracken_num	NIST1-2_phylum.bracken_frac	NIST2-2_phylum.bracken_num	NIST2-2_phylum.bracken_frac	NIST3-1_phylum.bracken_num	NIST3-1_phylum.bracken_frac	NIST4-1_phylum.bracken_num	NIST4-1_phylum.bracken_frac	NIST4-2_phylum.bracken_num	NIST4-2_phylum.bracken_frac	NIST5-2_phylum.bracken_num	NIST5-2_phylum.bracken_frac	S_BK-1_phylum.bracken_num	S_BK-1_phylum.bracken_frac	S_BK-2_phylum.bracken_num	S_BK-2_phylum.bracken_frac	S_BK-F01-1_phylum.bracken_num	S_BK-F01-1_phylum.bracken_frac	S_BK-F01-2_phylum.bracken_num	S_BK-F01-2_phylum.bracken_frac	S_BK-F01-3_phylum.bracken_num	S_BK-F01-3_phylum.bracken_frac	S_BK-F02-1_phylum.bracken_num	S_BK-F02-1_phylum.bracken_frac	S_BK-F02-2_phylum.bracken_num	S_BK-F02-2_phylum.bracken_frac	S_BK-F02-3_phylum.bracken_num	S_BK-F02-3_phylum.bracken_frac	S_BK-F06-1_phylum.bracken_num	S_BK-F06-1_phylum.bracken_frac	S_BK-F06-2_phylum.bracken_num	S_BK-F06-2_phylum.bracken_frac	S_BK-F06-3_phylum.bracken_num	S_BK-F06-3_phylum.bracken_frac	S_BK-F09-1_phylum.bracken_num	S_BK-F09-1_phylum.bracken_frac	S_BK-F09-2_phylum.bracken_num	S_BK-F09-2_phylum.bracken_frac	S_BK-F09-3_phylum.bracken_num	S_BK-F09-3_phylum.bracken_frac	S_BK-F15-1_phylum.bracken_num	S_BK-F15-1_phylum.bracken_frac	S_BK-F15-2_phylum.bracken_num	S_BK-F15-2_phylum.bracken_frac	S_BK-F15-3_phylum.bracken_num	S_BK-F15-3_phylum.bracken_frac	S_BK-F16-1_phylum.bracken_num	S_BK-F16-1_phylum.bracken_frac	S_BK-F16-2_phylum.bracken_num	S_BK-F16-2_phylum.bracken_frac	S_BK-F16-3_phylum.bracken_num	S_BK-F16-3_phylum.bracken_frac	S_PN-1_phylum.bracken_num	S_PN-1_phylum.bracken_frac	S_PN-2_phylum.bracken_num	S_PN-2_phylum.bracken_frac	S_PN-F01-1_phylum.bracken_num	S_PN-F01-1_phylum.bracken_frac	S_PN-F01-2_phylum.bracken_num	S_PN-F01-2_phylum.bracken_frac	S_PN-F01-3_phylum.bracken_num	S_PN-F01-3_phylum.bracken_frac	S_PN-F02-1_phylum.bracken_num	S_PN-F02-1_phylum.bracken_frac	S_PN-F02-2_phylum.bracken_num	S_PN-F02-2_phylum.bracken_frac	S_PN-F02-3_phylum.bracken_num	S_PN-F02-3_phylum.bracken_frac	S_PN-F06-1_phylum.bracken_num	S_PN-F06-1_phylum.bracken_frac	S_PN-F06-2_phylum.bracken_num	S_PN-F06-2_phylum.bracken_frac	S_PN-F06-3_phylum.bracken_num	S_PN-F06-3_phylum.bracken_frac	S_PN-F09-1_phylum.bracken_num	S_PN-F09-1_phylum.bracken_frac	S_PN-F09-2_phylum.bracken_num	S_PN-F09-2_phylum.bracken_frac	S_PN-F09-3_phylum.bracken_num	S_PN-F09-3_phylum.bracken_frac	S_PN-F15-1_phylum.bracken_num	S_PN-F15-1_phylum.bracken_frac	S_PN-F15-2_phylum.bracken_num	S_PN-F15-2_phylum.bracken_frac	S_PN-F15-3_phylum.bracken_num	S_PN-F15-3_phylum.bracken_frac	S_PN-F16-1_phylum.bracken_num	S_PN-F16-1_phylum.bracken_frac	S_PN-F16-2_phylum.bracken_num	S_PN-F16-2_phylum.bracken_frac	S_PN-F16-3_phylum.bracken_num	S_PN-F16-3_phylum.bracken_frac	VA13-1_phylum.bracken_num	VA13-1_phylum.bracken_frac	VA13-2_phylum.bracken_num	VA13-2_phylum.bracken_frac	VA14-1_phylum.bracken_num	VA14-1_phylum.bracken_frac	VA14-2_phylum.bracken_num	VA14-2_phylum.bracken_frac	VA15-1_phylum.bracken_num	VA15-1_phylum.bracken_frac	VA15-2_phylum.bracken_num	VA15-2_phylum.bracken_frac	VA16-1_phylum.bracken_num	VA16-1_phylum.bracken_frac	VA16-2_phylum.bracken_num	VA16-2_phylum.bracken_frac	VA17-1_phylum.bracken_num	VA17-1_phylum.bracken_frac	VA17-2_phylum.bracken_num	VA17-2_phylum.bracken_frac	VA18-1_phylum.bracken_num	VA18-1_phylum.bracken_frac	VA18-2_phylum.bracken_num	VA18-2_phylum.bracken_frac	VA19-1_phylum.bracken_num	VA19-1_phylum.bracken_frac	VA19-2_phylum.bracken_num	VA19-2_phylum.bracken_frac	VA20-1_phylum.bracken_num	VA20-1_phylum.bracken_frac	VA20-2_phylum.bracken_num	VA20-2_phylum.bracken_frac	VA21-1_phylum.bracken_num	VA21-1_phylum.bracken_frac	VA21-2_phylum.bracken_num	VA21-2_phylum.bracken_frac	VA22-1_phylum.bracken_num	VA22-1_phylum.bracken_frac	VA22-2_phylum.bracken_num	VA22-2_phylum.bracken_frac	VA23-1_phylum.bracken_num	VA23-1_phylum.bracken_frac	VA23-2_phylum.bracken_num	VA23-2_phylum.bracken_frac	VA24-1_phylum.bracken_num	VA24-1_phylum.bracken_frac	VA24-2_phylum.bracken_num	VA24-2_phylum.bracken_frac
Proteobacteria	1224	P	2637863	0.99055	65528	0.09203	44892	0.05541	64511	0.09323	68813	0.05167	20261	0.06580	55087	0.09430	57702	0.07930	28041	0.05369	25057	0.05281	68185	0.06867	75223	0.08033	2964873	0.99526	77521	0.04328	40731	0.03183	42590	0.09090	59774	0.07602	68605	0.04352	43101	0.07987	54715	0.10639	67614	0.10338	30318	0.04166	47179	0.04967	1361057	0.98062	1507	0.07034	2259	0.30751	2220919	0.39339	2751025	0.39544	7086694	0.99946	7047668	0.99926	2756540	0.99973	2748787	0.99952	694	0.16329	643	0.16307	16981	0.01060	42775	0.02034	26546	0.01245	134914	0.02745	26130	0.00419	51791	0.00689	27258	0.00482	19462	0.00268	149640	0.02083	1240	0.00024	635248	0.11091	1211	0.00019	14425	0.00407	1603	0.00892	1735	0.00391	3278	0.00116	15018	0.01743	39923	0.02684	9831	0.44472	2710	0.34730	28623	0.01340	24091	0.00759	32812	0.01528	211913	0.03285	6208	0.00084	322494	0.03913	11519	0.00192	183226	0.02308	259603	0.02917	746	0.00040	844	0.00034	29440	0.00875	7295	0.00130	3452	0.00618	9375	0.00140	14233	0.00922	47055	0.02203	38314	0.01841	8284	0.00139	13492	0.00446	2016379	0.26350	1823020	0.25255	453170	0.30257	1190258	0.21705	1196047	0.13941	1214589	0.14177	13332	0.00284	14643	0.00362	6644	0.03949	1535	0.12409	3195	0.18585	1606596	0.30619	911870	0.30437	1158532	0.31000	1122859	0.27285	997733	0.24287	236088	0.17903	1267	0.12394	1158	0.11504	4393	0.00119	9044	0.00240	3858	0.00077	1071001	0.15511	1061765	0.16566	1194003	0.19175	939919	0.12544	1164213	0.18040	1049629	0.16074	2466	0.00046	1980	0.00038	2515	0.00043	917284	0.23599	8620	0.00182	10807	0.00184	21924	0.02399	3839	0.00081	1270	0.00019	979	0.12708	1482	0.28900	7919	0.00129	18406	0.00411	24491	0.00814	1479521	0.18067	6981	0.00091	689248	0.10781	1232958	0.15329	953950	0.13434	933118	0.13707	168253	0.06252	1111	0.00038	391651	0.16712	1071239	0.23780	13586	0.00204	12924	0.00185	2068	0.23317	35569	0.01881	1156	0.00018	7001	0.00717	1650	0.00720	6716	0.00389	1579	0.00133	6331	0.00481	314	0.00033	6904	0.00581	876	0.00091	111244	0.10801	88659	0.11463	11666	0.00957	2519	0.00970	18263	0.02489	800	0.00379	1711	0.00186	925	0.00220	2035	0.00195	425	0.00435	3671	0.00193	746	0.00153	2660	0.00186	285	0.00066	2781	0.00348	451	0.00181
Firmicutes	1239	P	2159	0.00081	351197	0.49326	508673	0.62787	408954	0.59100	693723	0.52089	185825	0.60348	398505	0.68216	433737	0.59608	299529	0.57353	254988	0.53741	482406	0.48584	566677	0.60517	8043	0.00270	1334962	0.74527	916476	0.71628	330314	0.70499	510907	0.64980	989027	0.62733	363965	0.67450	316272	0.61498	400470	0.61228	483454	0.66429	753794	0.79356	20261	0.01460	14370	0.67077	4118	0.56058	3419307	0.60565	4199237	0.60362	2056	0.00029	2291	0.00032	492	0.00018	562	0.00020	2774	0.65271	2550	0.64672	1544158	0.96355	2004097	0.95297	2038810	0.95647	4712127	0.95860	6150565	0.98608	7416952	0.98664	5396268	0.95399	6983083	0.96265	6761990	0.94131	5104800	0.98448	4868736	0.85001	6226849	0.96848	979622	0.27659	64006	0.35617	149143	0.33591	2816777	0.99596	811699	0.94233	1344130	0.90370	7103	0.32132	3162	0.40523	2043745	0.95658	3094946	0.97458	2039265	0.94991	6178015	0.95769	7300630	0.98828	7843276	0.95170	5790322	0.96313	7546236	0.95036	8384524	0.94204	1814038	0.96212	2395445	0.96190	3260717	0.96961	2261720	0.40304	362555	0.64903	2612163	0.39114	1497388	0.96955	1969072	0.92208	1944128	0.93408	5935296	0.99414	2960322	0.97833	5228608	0.68326	4894428	0.67805	855047	0.57088	3833118	0.69897	6166472	0.71874	6368654	0.74337	2039963	0.43491	1236069	0.30522	111227	0.66118	8558	0.69184	9759	0.56768	1364097	0.25998	755271	0.25210	967361	0.25884	1109273	0.26955	1119390	0.27249	436092	0.33071	7041	0.68874	6944	0.68985	3662142	0.99547	3719122	0.98786	5019587	0.99627	5569818	0.80665	5073835	0.79165	4640027	0.74517	6303947	0.84130	4922413	0.76276	5085012	0.77873	4782116	0.88363	4585076	0.89077	5026880	0.86034	1004134	0.25833	2141882	0.45310	2335672	0.39684	843418	0.92289	4718844	0.99582	6760892	0.99856	4457	0.57853	2444	0.47660	6103799	0.99367	4412460	0.98468	2920890	0.97043	6366477	0.77744	7428960	0.96462	5401060	0.84482	6360312	0.79075	5828872	0.82083	5531296	0.81254	2313840	0.85976	2640517	0.89766	1701459	0.72603	1285376	0.28534	3321546	0.49911	3229602	0.46240	4278	0.48235	1788305	0.94583	6252590	0.99845	58999	0.06045	13085	0.05706	958401	0.55562	656224	0.55326	497493	0.37830	383368	0.39788	286458	0.24089	229856	0.23851	340978	0.33108	269903	0.34897	317417	0.26043	85132	0.32791	29710	0.04049	3484	0.01651	388583	0.42189	172609	0.41033	63688	0.06090	6265	0.06410	1264038	0.66477	341227	0.70209	377374	0.26434	127526	0.29352	90506	0.11332	34757	0.13953
Actinobacteria	201174	P	1053	0.00040	75427	0.10594	42582	0.05256	54607	0.07892	53536	0.04020	16796	0.05455	42619	0.07296	47236	0.06492	34951	0.06692	29652	0.06249	49453	0.04981	78875	0.08423	2139	0.00072	80699	0.04505	142980	0.11175	31291	0.06678	47310	0.06017	92302	0.05855	35814	0.06637	40431	0.07862	46046	0.07040	36435	0.05006	67023	0.07056	4958	0.00357	1228	0.05732	138	0.01879	425	0.00008	394	0.00006	772	0.00011	769	0.00011	78	0.00003	148	0.00005	167	0.03929	165	0.04185	4867	0.00304	4958	0.00236	10052	0.00472	57442	0.01169	49942	0.00801	37645	0.00501	224531	0.03969	241440	0.03328	260301	0.03624	73588	0.01419	145830	0.02546	179901	0.02798	2441961	0.68946	108867	0.60581	276634	0.62305	2180	0.00077	2807	0.00326	4865	0.00327	1449	0.06555	824	0.10560	5505	0.00258	7013	0.00221	5202	0.00242	50697	0.00786	67280	0.00911	59643	0.00724	201582	0.03353	197810	0.02491	241269	0.02711	54565	0.02894	68125	0.02736	62200	0.01850	3187581	0.56803	178036	0.31871	3892975	0.58293	5820	0.00377	4410	0.00207	4531	0.00218	16363	0.00274	23006	0.00760	136129	0.01779	101950	0.01412	67321	0.04495	164196	0.02994	174720	0.02036	137604	0.01606	956393	0.20390	1228507	0.30335	42512	0.25271	472	0.03816	2482	0.14438	150447	0.02867	77971	0.02603	107213	0.02869	119517	0.02904	121084	0.02948	44104	0.03345	396	0.03874	441	0.04381	5650	0.00154	18857	0.00501	10025	0.00199	81323	0.01178	86569	0.01351	83268	0.01337	142043	0.01896	252009	0.03905	270884	0.04148	311824	0.05762	292126	0.05675	407890	0.06981	1299037	0.33420	2235765	0.47296	3031597	0.51508	4970	0.00544	4754	0.00100	5842	0.00086	1078	0.13993	573	0.11174	17573	0.00286	17165	0.00383	13204	0.00439	86204	0.01053	98162	0.01275	68519	0.01072	220078	0.02736	173517	0.02443	220173	0.03234	111742	0.04152	139233	0.04733	96973	0.04138	1376698	0.30561	2843253	0.42724	3047865	0.43638	1233	0.13902	7958	0.00421	5817	0.00093	7757	0.00795	2662	0.01161	755	0.00044	1456	0.00123	654	0.00050	1435	0.00149	757	0.00064	409	0.00042	3500	0.00340	2584	0.00334	24046	0.01973	6464	0.02490	1950	0.00266	130	0.00062	524	0.00057	433	0.00103	145485	0.13911	16831	0.17222	6485	0.00341	2054	0.00423	392320	0.27481	133184	0.30654	60383	0.07560	25949	0.10417
Chloroflexi	200795	P	3	0.00000	1501	0.00211	1242	0.00153	2404	0.00347	1607	0.00121	522	0.00170	1754	0.00300	1822	0.00250	784	0.00150	329	0.00069	917	0.00092	970	0.00104	1	0.00000	1106	0.00062	560	0.00044	611	0.00130	835	0.00106	871	0.00055	598	0.00111	684	0.00133	923	0.00141	325	0.00045	683	0.00072	0	0.00000	10	0.00047	0	0.00000	3	0.00000	3	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	95	0.00006	118	0.00006	113	0.00005	8	0.00000	7	0.00000	9	0.00000	24	0.00000	18	0.00000	39	0.00001	5	0.00000	5	0.00000	7	0.00000	8	0.00000	2	0.00001	2	0.00000	6	0.00000	111	0.00013	42	0.00003	1	0.00005	0	0.00000	117	0.00005	95	0.00003	155	0.00007	5	0.00000	15	0.00000	15	0.00000	8	0.00000	20	0.00000	11	0.00000	1	0.00000	2	0.00000	2	0.00000	17	0.00000	6	0.00001	12	0.00000	12	0.00001	56	0.00003	50	0.00002	18	0.00000	59	0.00002	28	0.00000	39	0.00001	1	0.00000	13	0.00000	5	0.00000	10	0.00000	76	0.00002	70	0.00002	11	0.00007	0	0.00000	0	0.00000	356	0.00007	157	0.00005	247	0.00007	260	0.00006	270	0.00007	251	0.00019	0	0.00000	0	0.00000	12	0.00000	38	0.00001	11	0.00000	19	0.00000	14	0.00000	12	0.00000	25	0.00000	11	0.00000	23	0.00000	9	0.00000	6	0.00000	4	0.00000	25	0.00001	28	0.00001	60	0.00001	26	0.00003	3	0.00000	2	0.00000	0	0.00000	0	0.00000	16	0.00000	65	0.00001	53	0.00002	8	0.00000	24	0.00000	15	0.00000	20	0.00000	13	0.00000	16	0.00000	6	0.00000	4	0.00000	2	0.00000	31	0.00001	48	0.00001	66	0.00001	1	0.00011	66	0.00003	6	0.00000	4	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	2	0.00000	1	0.00000	2	0.00000	10	0.00001	9	0.00003	4	0.00001	0	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	1	0.00000
Cyanobacteria	1117	P	3	0.00000	2341	0.00329	1793	0.00221	2372	0.00343	2490	0.00187	702	0.00228	1932	0.00331	2041	0.00280	997	0.00191	900	0.00190	2359	0.00238	2846	0.00304	5	0.00000	3117	0.00174	1479	0.00116	1472	0.00314	2138	0.00272	2342	0.00149	1575	0.00292	1850	0.00360	2434	0.00372	971	0.00133	1612	0.00170	3	0.00000	29	0.00135	2	0.00027	54	0.00001	66	0.00001	1	0.00000	0	0.00000	0	0.00000	1	0.00000	28	0.00659	6	0.00152	1929	0.00120	2545	0.00121	2817	0.00132	165	0.00003	87	0.00001	95	0.00001	154	0.00003	189	0.00003	236	0.00003	82	0.00002	95	0.00002	145	0.00002	79	0.00002	10	0.00006	14	0.00003	199	0.00007	1501	0.00174	4338	0.00292	1048	0.04741	51	0.00654	3032	0.00142	2454	0.00077	3546	0.00165	107	0.00002	132	0.00002	132	0.00002	175	0.00003	293	0.00004	281	0.00003	24	0.00001	61	0.00002	58	0.00002	150	0.00003	19	0.00003	156	0.00002	1234	0.00080	5094	0.00239	4017	0.00193	340	0.00006	1354	0.00045	397	0.00005	346	0.00005	35	0.00002	160	0.00003	113	0.00001	118	0.00001	262	0.00006	282	0.00007	294	0.00175	2	0.00016	4	0.00023	1252	0.00024	558	0.00019	880	0.00024	1016	0.00025	1064	0.00026	954	0.00072	43	0.00421	8	0.00079	255	0.00007	813	0.00022	138	0.00003	187	0.00003	119	0.00002	194	0.00003	226	0.00003	180	0.00003	253	0.00004	98	0.00002	87	0.00002	100	0.00002	113	0.00003	195	0.00004	220	0.00004	2928	0.00320	318	0.00007	49	0.00001	34	0.00441	33	0.00644	506	0.00008	1639	0.00037	2381	0.00079	296	0.00004	305	0.00004	168	0.00003	264	0.00003	195	0.00003	199	0.00003	69	0.00003	49	0.00002	22	0.00001	140	0.00003	270	0.00004	282	0.00004	6	0.00068	3823	0.00202	47	0.00001	31	0.00003	10	0.00004	3	0.00000	9	0.00001	5	0.00000	2	0.00000	5	0.00000	4	0.00000	6	0.00001	8	0.00001	131	0.00011	31	0.00012	26	0.00004	4	0.00002	5	0.00001	6	0.00001	10	0.00001	1	0.00001	19	0.00001	6	0.00001	23	0.00002	6	0.00001	2	0.00000	0	0.00000
Tenericutes	544448	P	2	0.00000	2567	0.00361	1455	0.00180	1472	0.00213	2010	0.00151	388	0.00126	543	0.00093	1010	0.00139	665	0.00127	695	0.00146	1481	0.00149	2220	0.00237	6	0.00000	2019	0.00113	1137	0.00089	418	0.00089	1071	0.00136	934	0.00059	693	0.00128	512	0.00100	1253	0.00192	315	0.00043	1104	0.00116	6	0.00000	44	0.00205	9	0.00123	21	0.00000	33	0.00000	2	0.00000	6	0.00000	3	0.00000	2	0.00000	1	0.00024	0	0.00000	3359	0.00210	4734	0.00225	5101	0.00239	218	0.00004	136	0.00002	162	0.00002	248	0.00004	324	0.00004	355	0.00005	53	0.00001	73	0.00001	80	0.00001	41	0.00001	6	0.00003	12	0.00003	515	0.00018	2130	0.00247	9233	0.00621	85	0.00385	9	0.00115	5343	0.00250	4526	0.00143	6276	0.00292	168	0.00003	177	0.00002	169	0.00002	312	0.00005	344	0.00004	428	0.00005	16	0.00001	19	0.00001	53	0.00002	96	0.00002	16	0.00003	128	0.00002	2142	0.00139	10211	0.00478	8219	0.00395	873	0.00015	2363	0.00078	594	0.00008	535	0.00007	43	0.00003	187	0.00003	108	0.00001	81	0.00001	123	0.00003	186	0.00005	477	0.00284	0	0.00000	4	0.00023	415	0.00008	155	0.00005	251	0.00007	328	0.00008	322	0.00008	402	0.00030	6	0.00059	3	0.00030	640	0.00017	1434	0.00038	581	0.00012	245	0.00004	184	0.00003	184	0.00003	223	0.00003	169	0.00003	333	0.00005	56	0.00001	59	0.00001	73	0.00001	54	0.00001	79	0.00002	99	0.00002	3934	0.00430	621	0.00013	135	0.00002	3	0.00039	10	0.00195	1128	0.00018	2688	0.00060	4910	0.00163	323	0.00004	395	0.00005	156	0.00002	299	0.00004	248	0.00003	236	0.00003	131	0.00005	32	0.00001	18	0.00001	78	0.00002	139	0.00002	179	0.00003	3	0.00034	4971	0.00263	35	0.00001	14	0.00001	2	0.00001	421	0.00024	298	0.00025	3	0.00000	6	0.00001	12	0.00001	5	0.00001	26932	0.02615	21266	0.02750	120	0.00010	25	0.00010	11	0.00001	2	0.00001	208	0.00023	95	0.00023	6	0.00001	0	0.00000	420	0.00022	88	0.00018	4089	0.00286	1377	0.00317	457	0.00057	201	0.00081
