name	taxonomy_id	taxonomy_lvl	03G.CLEAN_class.bracken_num	03G.CLEAN_class.bracken_frac	060721ABT_class.bracken_num	060721ABT_class.bracken_frac	060821ABT_class.bracken_num	060821ABT_class.bracken_frac	061421ABT_class.bracken_num	061421ABT_class.bracken_frac	061521ABT_class.bracken_num	061521ABT_class.bracken_frac	062121ABT_class.bracken_num	062121ABT_class.bracken_frac	062221ABT_class.bracken_num	062221ABT_class.bracken_frac	062821ABT_class.bracken_num	062821ABT_class.bracken_frac	062921MRT_class.bracken_num	062921MRT_class.bracken_frac	071321ABT_class.bracken_num	071321ABT_class.bracken_frac	071421MRT_class.bracken_num	071421MRT_class.bracken_frac	071921ABT_class.bracken_num	071921ABT_class.bracken_frac	071U_class.bracken_num	071U_class.bracken_frac	072021ABT_class.bracken_num	072021ABT_class.bracken_frac	080921SM_class.bracken_num	080921SM_class.bracken_frac	081821AB_class.bracken_num	081821AB_class.bracken_frac	082521MR_class.bracken_num	082521MR_class.bracken_frac	082621SH1_class.bracken_num	082621SH1_class.bracken_frac	082621SH2_class.bracken_num	082621SH2_class.bracken_frac	090121SM_class.bracken_num	090121SM_class.bracken_frac	090321SH_class.bracken_num	090321SH_class.bracken_frac	091021AB_class.bracken_num	091021AB_class.bracken_frac	091721ABU_class.bracken_num	091721ABU_class.bracken_frac	AM1_class.bracken_num	AM1_class.bracken_frac	BHI-1_class.bracken_num	BHI-1_class.bracken_frac	BHI-2_class.bracken_num	BHI-2_class.bracken_frac	COMM1_class.bracken_num	COMM1_class.bracken_frac	COMM2_class.bracken_num	COMM2_class.bracken_frac	EHS.08.1_class.bracken_num	EHS.08.1_class.bracken_frac	EHS.08.2_class.bracken_num	EHS.08.2_class.bracken_frac	EHS.CL.1_class.bracken_num	EHS.CL.1_class.bracken_frac	EHS.CL.2_class.bracken_num	EHS.CL.2_class.bracken_frac	I_BK-1_class.bracken_num	I_BK-1_class.bracken_frac	I_BK-2_class.bracken_num	I_BK-2_class.bracken_frac	I_BK-F01-1_class.bracken_num	I_BK-F01-1_class.bracken_frac	I_BK-F01-2_class.bracken_num	I_BK-F01-2_class.bracken_frac	I_BK-F01-3_class.bracken_num	I_BK-F01-3_class.bracken_frac	I_BK-F02-1_class.bracken_num	I_BK-F02-1_class.bracken_frac	I_BK-F02-2_class.bracken_num	I_BK-F02-2_class.bracken_frac	I_BK-F02-3_class.bracken_num	I_BK-F02-3_class.bracken_frac	I_BK-F06-1_class.bracken_num	I_BK-F06-1_class.bracken_frac	I_BK-F06-2_class.bracken_num	I_BK-F06-2_class.bracken_frac	I_BK-F06-3_class.bracken_num	I_BK-F06-3_class.bracken_frac	I_BK-F09-1_class.bracken_num	I_BK-F09-1_class.bracken_frac	I_BK-F09-2_class.bracken_num	I_BK-F09-2_class.bracken_frac	I_BK-F09-3_class.bracken_num	I_BK-F09-3_class.bracken_frac	I_BK-F15-1_class.bracken_num	I_BK-F15-1_class.bracken_frac	I_BK-F15-2_class.bracken_num	I_BK-F15-2_class.bracken_frac	I_BK-F15-3_class.bracken_num	I_BK-F15-3_class.bracken_frac	I_BK-F16-1_class.bracken_num	I_BK-F16-1_class.bracken_frac	I_BK-F16-2_class.bracken_num	I_BK-F16-2_class.bracken_frac	I_BK-F16-3_class.bracken_num	I_BK-F16-3_class.bracken_frac	I_PN-1_class.bracken_num	I_PN-1_class.bracken_frac	I_PN-2_class.bracken_num	I_PN-2_class.bracken_frac	I_PN-F01-1_class.bracken_num	I_PN-F01-1_class.bracken_frac	I_PN-F01-2_class.bracken_num	I_PN-F01-2_class.bracken_frac	I_PN-F01-3_class.bracken_num	I_PN-F01-3_class.bracken_frac	I_PN-F02-1_class.bracken_num	I_PN-F02-1_class.bracken_frac	I_PN-F02-2_class.bracken_num	I_PN-F02-2_class.bracken_frac	I_PN-F02-3_class.bracken_num	I_PN-F02-3_class.bracken_frac	I_PN-F06-1_class.bracken_num	I_PN-F06-1_class.bracken_frac	I_PN-F06-2_class.bracken_num	I_PN-F06-2_class.bracken_frac	I_PN-F06-3_class.bracken_num	I_PN-F06-3_class.bracken_frac	I_PN-F09-1_class.bracken_num	I_PN-F09-1_class.bracken_frac	I_PN-F09-2_class.bracken_num	I_PN-F09-2_class.bracken_frac	I_PN-F09-3_class.bracken_num	I_PN-F09-3_class.bracken_frac	I_PN-F15-1_class.bracken_num	I_PN-F15-1_class.bracken_frac	I_PN-F15-2_class.bracken_num	I_PN-F15-2_class.bracken_frac	I_PN-F15-3_class.bracken_num	I_PN-F15-3_class.bracken_frac	I_PN-F16-1_class.bracken_num	I_PN-F16-1_class.bracken_frac	I_PN-F16-2_class.bracken_num	I_PN-F16-2_class.bracken_frac	I_PN-F16-3_class.bracken_num	I_PN-F16-3_class.bracken_frac	NB-F01-1_class.bracken_num	NB-F01-1_class.bracken_frac	NB-F01-2_class.bracken_num	NB-F01-2_class.bracken_frac	NB-F02-1_class.bracken_num	NB-F02-1_class.bracken_frac	NB-F02-2_class.bracken_num	NB-F02-2_class.bracken_frac	NB-F06-1_class.bracken_num	NB-F06-1_class.bracken_frac	NB-F06-2_class.bracken_num	NB-F06-2_class.bracken_frac	NB-F09-1_class.bracken_num	NB-F09-1_class.bracken_frac	NB-F09-2_class.bracken_num	NB-F09-2_class.bracken_frac	NB-F15-1_class.bracken_num	NB-F15-1_class.bracken_frac	NB-F15-2_class.bracken_num	NB-F15-2_class.bracken_frac	NB-F16-1_class.bracken_num	NB-F16-1_class.bracken_frac	NEG1_class.bracken_num	NEG1_class.bracken_frac	NEG2_class.bracken_num	NEG2_class.bracken_frac	NIST1-2_class.bracken_num	NIST1-2_class.bracken_frac	NIST2-2_class.bracken_num	NIST2-2_class.bracken_frac	NIST3-1_class.bracken_num	NIST3-1_class.bracken_frac	NIST4-1_class.bracken_num	NIST4-1_class.bracken_frac	NIST4-2_class.bracken_num	NIST4-2_class.bracken_frac	NIST5-2_class.bracken_num	NIST5-2_class.bracken_frac	S_BK-1_class.bracken_num	S_BK-1_class.bracken_frac	S_BK-2_class.bracken_num	S_BK-2_class.bracken_frac	S_BK-F01-1_class.bracken_num	S_BK-F01-1_class.bracken_frac	S_BK-F01-2_class.bracken_num	S_BK-F01-2_class.bracken_frac	S_BK-F01-3_class.bracken_num	S_BK-F01-3_class.bracken_frac	S_BK-F02-1_class.bracken_num	S_BK-F02-1_class.bracken_frac	S_BK-F02-2_class.bracken_num	S_BK-F02-2_class.bracken_frac	S_BK-F02-3_class.bracken_num	S_BK-F02-3_class.bracken_frac	S_BK-F06-1_class.bracken_num	S_BK-F06-1_class.bracken_frac	S_BK-F06-2_class.bracken_num	S_BK-F06-2_class.bracken_frac	S_BK-F06-3_class.bracken_num	S_BK-F06-3_class.bracken_frac	S_BK-F09-1_class.bracken_num	S_BK-F09-1_class.bracken_frac	S_BK-F09-2_class.bracken_num	S_BK-F09-2_class.bracken_frac	S_BK-F09-3_class.bracken_num	S_BK-F09-3_class.bracken_frac	S_BK-F15-1_class.bracken_num	S_BK-F15-1_class.bracken_frac	S_BK-F15-2_class.bracken_num	S_BK-F15-2_class.bracken_frac	S_BK-F15-3_class.bracken_num	S_BK-F15-3_class.bracken_frac	S_BK-F16-1_class.bracken_num	S_BK-F16-1_class.bracken_frac	S_BK-F16-2_class.bracken_num	S_BK-F16-2_class.bracken_frac	S_BK-F16-3_class.bracken_num	S_BK-F16-3_class.bracken_frac	S_PN-1_class.bracken_num	S_PN-1_class.bracken_frac	S_PN-2_class.bracken_num	S_PN-2_class.bracken_frac	S_PN-F01-1_class.bracken_num	S_PN-F01-1_class.bracken_frac	S_PN-F01-2_class.bracken_num	S_PN-F01-2_class.bracken_frac	S_PN-F01-3_class.bracken_num	S_PN-F01-3_class.bracken_frac	S_PN-F02-1_class.bracken_num	S_PN-F02-1_class.bracken_frac	S_PN-F02-2_class.bracken_num	S_PN-F02-2_class.bracken_frac	S_PN-F02-3_class.bracken_num	S_PN-F02-3_class.bracken_frac	S_PN-F06-1_class.bracken_num	S_PN-F06-1_class.bracken_frac	S_PN-F06-2_class.bracken_num	S_PN-F06-2_class.bracken_frac	S_PN-F06-3_class.bracken_num	S_PN-F06-3_class.bracken_frac	S_PN-F09-1_class.bracken_num	S_PN-F09-1_class.bracken_frac	S_PN-F09-2_class.bracken_num	S_PN-F09-2_class.bracken_frac	S_PN-F09-3_class.bracken_num	S_PN-F09-3_class.bracken_frac	S_PN-F15-1_class.bracken_num	S_PN-F15-1_class.bracken_frac	S_PN-F15-2_class.bracken_num	S_PN-F15-2_class.bracken_frac	S_PN-F15-3_class.bracken_num	S_PN-F15-3_class.bracken_frac	S_PN-F16-1_class.bracken_num	S_PN-F16-1_class.bracken_frac	S_PN-F16-2_class.bracken_num	S_PN-F16-2_class.bracken_frac	S_PN-F16-3_class.bracken_num	S_PN-F16-3_class.bracken_frac	VA13-1_class.bracken_num	VA13-1_class.bracken_frac	VA13-2_class.bracken_num	VA13-2_class.bracken_frac	VA14-1_class.bracken_num	VA14-1_class.bracken_frac	VA14-2_class.bracken_num	VA14-2_class.bracken_frac	VA15-1_class.bracken_num	VA15-1_class.bracken_frac	VA15-2_class.bracken_num	VA15-2_class.bracken_frac	VA16-1_class.bracken_num	VA16-1_class.bracken_frac	VA16-2_class.bracken_num	VA16-2_class.bracken_frac	VA17-1_class.bracken_num	VA17-1_class.bracken_frac	VA17-2_class.bracken_num	VA17-2_class.bracken_frac	VA18-1_class.bracken_num	VA18-1_class.bracken_frac	VA18-2_class.bracken_num	VA18-2_class.bracken_frac	VA19-1_class.bracken_num	VA19-1_class.bracken_frac	VA19-2_class.bracken_num	VA19-2_class.bracken_frac	VA20-1_class.bracken_num	VA20-1_class.bracken_frac	VA20-2_class.bracken_num	VA20-2_class.bracken_frac	VA21-1_class.bracken_num	VA21-1_class.bracken_frac	VA21-2_class.bracken_num	VA21-2_class.bracken_frac	VA22-1_class.bracken_num	VA22-1_class.bracken_frac	VA22-2_class.bracken_num	VA22-2_class.bracken_frac	VA23-1_class.bracken_num	VA23-1_class.bracken_frac	VA23-2_class.bracken_num	VA23-2_class.bracken_frac	VA24-1_class.bracken_num	VA24-1_class.bracken_frac	VA24-2_class.bracken_num	VA24-2_class.bracken_frac
Gammaproteobacteria	1236	C	2637824	0.99054	31081	0.04366	21545	0.02659	29814	0.04309	34341	0.02579	10261	0.03333	25979	0.04447	27109	0.03726	13594	0.02603	11787	0.02484	32042	0.03227	34399	0.03674	2964795	0.99523	33841	0.01889	19029	0.01487	18883	0.04030	27419	0.03488	30225	0.01917	19971	0.03701	23989	0.04665	31608	0.04833	14416	0.01981	21918	0.02308	1357223	0.97786	1073	0.05011	2039	0.27772	2220591	0.39333	2750581	0.39538	7086685	0.99946	7047650	0.99926	2756537	0.99973	2748785	0.99952	651	0.15339	634	0.16091	9791	0.00611	33095	0.01574	16060	0.00753	133800	0.02722	25201	0.00404	50600	0.00673	26151	0.00462	18211	0.00251	148109	0.02062	933	0.00018	634897	0.11084	820	0.00013	12478	0.00352	1492	0.00830	1493	0.00336	2443	0.00086	10093	0.01172	24583	0.01653	8261	0.37480	2574	0.33021	17542	0.00821	14805	0.00466	19994	0.00931	210894	0.03269	4840	0.00066	321120	0.03896	10303	0.00171	181461	0.02285	257788	0.02896	628	0.00033	686	0.00028	29284	0.00871	4217	0.00075	3044	0.00545	5432	0.00081	9118	0.00590	29097	0.01363	25031	0.01203	6720	0.00113	8074	0.00267	2013764	0.26316	1820598	0.25222	452783	0.30231	1188940	0.21681	1195332	0.13932	1213961	0.14170	6685	0.00143	7370	0.00182	4869	0.02894	1501	0.12135	3158	0.18372	1590296	0.30309	904692	0.30197	1147456	0.30703	1109762	0.26967	984191	0.23958	222726	0.16890	1121	0.10976	1065	0.10584	3329	0.00090	5779	0.00154	3063	0.00061	1069087	0.15483	1060328	0.16544	1192294	0.19148	938473	0.12525	1162720	0.18017	1047613	0.16043	1986	0.00037	1509	0.00029	1896	0.00032	914664	0.23531	4168	0.00088	4320	0.00073	12156	0.01330	2688	0.00057	883	0.00013	802	0.10414	1323	0.25830	5895	0.00096	11876	0.00265	14968	0.00497	1477607	0.18044	4703	0.00061	687770	0.10758	1230862	0.15303	952431	0.13412	931299	0.13681	167910	0.06239	915	0.00031	391510	0.16706	1067919	0.23706	6611	0.00099	5586	0.00080	2045	0.23066	19527	0.01033	991	0.00016	6702	0.00687	1572	0.00686	6637	0.00385	1509	0.00127	6276	0.00477	263	0.00027	6865	0.00577	810	0.00084	111130	0.10790	88548	0.11449	6137	0.00504	976	0.00376	18057	0.02461	786	0.00372	1647	0.00179	893	0.00212	1865	0.00178	416	0.00426	3520	0.00185	717	0.00148	2520	0.00177	247	0.00057	2715	0.00340	436	0.00175
Deltaproteobacteria	28221	C	12	0.00000	5978	0.00840	4316	0.00533	6448	0.00932	6016	0.00452	1883	0.00612	5685	0.00973	5894	0.00810	2521	0.00483	2535	0.00534	7529	0.00758	7898	0.00843	12	0.00000	10190	0.00569	4213	0.00329	5301	0.01131	6674	0.00849	8276	0.00525	4844	0.00898	6402	0.01245	7070	0.01081	3791	0.00521	5088	0.00536	917	0.00066	81	0.00378	3	0.00041	17	0.00000	22	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	376	0.00023	457	0.00022	518	0.00024	52	0.00001	21	0.00000	20	0.00000	41	0.00001	44	0.00001	97	0.00001	10	0.00000	14	0.00000	16	0.00000	137	0.00004	13	0.00007	15	0.00003	38	0.00001	156	0.00018	739	0.00050	20	0.00091	6	0.00077	568	0.00027	413	0.00013	669	0.00031	31	0.00000	44	0.00001	55	0.00001	57	0.00001	91	0.00001	106	0.00001	4	0.00000	2	0.00000	9	0.00000	219	0.00004	19	0.00003	244	0.00004	155	0.00010	825	0.00039	485	0.00023	99	0.00002	288	0.00010	176	0.00002	198	0.00003	39	0.00003	90	0.00002	35	0.00000	42	0.00000	653	0.00014	542	0.00013	123	0.00073	4	0.00032	8	0.00047	2028	0.00039	884	0.00030	1345	0.00036	1606	0.00039	1628	0.00040	3631	0.00275	2	0.00020	0	0.00000	40	0.00001	181	0.00005	49	0.00001	142	0.00002	91	0.00001	103	0.00002	90	0.00001	110	0.00002	172	0.00003	23	0.00000	29	0.00001	34	0.00001	218	0.00006	388	0.00008	486	0.00008	248	0.00027	9	0.00000	22	0.00000	5	0.00065	4	0.00078	106	0.00002	340	0.00008	295	0.00010	125	0.00002	181	0.00002	87	0.00001	192	0.00002	114	0.00002	135	0.00002	6	0.00000	14	0.00000	5	0.00000	275	0.00006	611	0.00009	622	0.00009	4	0.00045	396	0.00021	40	0.00001	10	0.00001	3	0.00001	2	0.00000	10	0.00001	3	0.00000	7	0.00001	0	0.00000	7	0.00001	6	0.00001	11	0.00001	95	0.00008	29	0.00011	16	0.00002	3	0.00001	4	0.00000	2	0.00000	21	0.00002	0	0.00000	18	0.00001	7	0.00001	9	0.00001	5	0.00001	7	0.00001	1	0.00000
Epsilonproteobacteria	29547	C	6	0.00000	2080	0.00292	1526	0.00188	1604	0.00232	1909	0.00143	488	0.00158	973	0.00167	1341	0.00184	722	0.00138	602	0.00127	1648	0.00166	2067	0.00221	6	0.00000	2233	0.00125	956	0.00075	639	0.00136	1350	0.00172	1295	0.00082	854	0.00158	889	0.00173	1492	0.00228	639	0.00088	1134	0.00119	8	0.00001	29	0.00135	5	0.00068	31	0.00001	31	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	3	0.00071	2	0.00051	4357	0.00272	6070	0.00289	6412	0.00301	308	0.00006	222	0.00004	250	0.00003	494	0.00009	627	0.00009	641	0.00009	124	0.00002	116	0.00002	156	0.00002	162	0.00005	15	0.00008	18	0.00004	415	0.00015	2984	0.00346	9833	0.00661	66	0.00299	4	0.00051	6809	0.00319	5802	0.00183	8011	0.00373	235	0.00004	402	0.00005	288	0.00003	573	0.00010	774	0.00010	799	0.00009	37	0.00002	62	0.00002	66	0.00002	230	0.00004	75	0.00013	331	0.00005	3517	0.00228	11487	0.00538	8208	0.00394	832	0.00014	3131	0.00103	770	0.00010	791	0.00011	90	0.00006	372	0.00007	177	0.00002	150	0.00002	602	0.00013	1400	0.00035	515	0.00306	4	0.00032	6	0.00035	2906	0.00055	1483	0.00050	1907	0.00051	2496	0.00061	2698	0.00066	1192	0.00090	5	0.00049	2	0.00020	652	0.00018	1779	0.00047	381	0.00008	384	0.00006	293	0.00005	481	0.00008	493	0.00007	393	0.00006	614	0.00009	138	0.00003	129	0.00003	168	0.00003	250	0.00006	447	0.00009	734	0.00012	6955	0.00761	662	0.00014	204	0.00003	4	0.00052	3	0.00059	1158	0.00019	3632	0.00081	6083	0.00202	480	0.00006	582	0.00008	324	0.00005	564	0.00007	475	0.00007	632	0.00009	209	0.00008	61	0.00002	46	0.00002	390	0.00009	678	0.00010	861	0.00012	2	0.00023	11834	0.00626	15	0.00000	23	0.00002	9	0.00004	29	0.00002	22	0.00002	23	0.00002	19	0.00002	9	0.00001	8	0.00001	21	0.00002	11	0.00001	4583	0.00376	1299	0.00500	49	0.00007	0	0.00000	15	0.00002	8	0.00002	30	0.00003	0	0.00000	39	0.00002	5	0.00001	40	0.00003	11	0.00003	14	0.00002	1	0.00000
Alphaproteobacteria	28211	C	17	0.00001	16282	0.02287	10505	0.01297	16228	0.02345	16272	0.01222	4661	0.01514	13684	0.02343	13930	0.01914	6934	0.01328	6152	0.01297	16433	0.01655	19090	0.02039	35	0.00001	19152	0.01069	10177	0.00795	10953	0.02338	14666	0.01865	17023	0.01080	10480	0.01942	14242	0.02769	16702	0.02554	6839	0.00940	11653	0.01227	740	0.00053	201	0.00939	192	0.02615	90	0.00002	130	0.00002	4	0.00000	10	0.00000	1	0.00000	2	0.00000	22	0.00518	6	0.00152	1398	0.00087	1727	0.00082	1957	0.00092	552	0.00011	516	0.00008	728	0.00010	396	0.00007	448	0.00006	525	0.00007	101	0.00002	134	0.00002	142	0.00002	1058	0.00030	52	0.00029	133	0.00030	306	0.00011	1218	0.00141	3955	0.00266	463	0.02101	74	0.00949	2068	0.00097	1749	0.00055	2375	0.00111	572	0.00009	704	0.00010	775	0.00009	402	0.00007	642	0.00008	625	0.00007	51	0.00003	51	0.00002	43	0.00001	1658	0.00030	198	0.00035	2149	0.00032	1017	0.00066	4437	0.00208	3825	0.00184	363	0.00006	1150	0.00038	1002	0.00013	963	0.00013	167	0.00011	483	0.00009	265	0.00003	235	0.00003	3677	0.00078	3322	0.00082	848	0.00504	16	0.00129	14	0.00081	6840	0.00130	2887	0.00096	4614	0.00123	5406	0.00131	5482	0.00133	4807	0.00365	119	0.01165	80	0.00795	217	0.00006	798	0.00021	222	0.00004	940	0.00014	725	0.00011	784	0.00013	603	0.00008	641	0.00010	721	0.00011	174	0.00003	197	0.00004	235	0.00004	1526	0.00039	2506	0.00053	3738	0.00064	1472	0.00161	241	0.00005	118	0.00002	139	0.01805	129	0.02519	433	0.00007	1598	0.00036	1812	0.00060	924	0.00011	1092	0.00014	771	0.00012	862	0.00011	565	0.00008	681	0.00010	69	0.00003	59	0.00002	57	0.00002	1929	0.00043	4039	0.00061	4066	0.00058	12	0.00135	2145	0.00113	73	0.00001	123	0.00013	35	0.00015	15	0.00001	18	0.00002	12	0.00001	11	0.00001	18	0.00002	31	0.00003	28	0.00003	40	0.00005	433	0.00036	108	0.00042	81	0.00011	2	0.00001	9	0.00001	9	0.00002	44	0.00004	1	0.00001	35	0.00002	9	0.00002	39	0.00003	11	0.00003	24	0.00003	8	0.00003
Betaproteobacteria	28216	C	4	0.00000	9785	0.01374	6781	0.00837	10075	0.01456	9899	0.00743	2863	0.00930	8503	0.01456	9135	0.01255	4103	0.00786	3862	0.00814	10175	0.01025	11345	0.01212	25	0.00001	11655	0.00651	6195	0.00484	6605	0.01410	9366	0.01191	11432	0.00725	6755	0.01252	8896	0.01730	10411	0.01592	4501	0.00618	7138	0.00751	2116	0.00152	121	0.00565	19	0.00259	180	0.00003	244	0.00004	3	0.00000	5	0.00000	2	0.00000	0	0.00000	14	0.00330	1	0.00025	765	0.00048	1044	0.00050	1179	0.00055	195	0.00004	166	0.00003	191	0.00003	170	0.00003	126	0.00002	257	0.00004	59	0.00001	69	0.00001	63	0.00001	576	0.00016	30	0.00017	72	0.00016	63	0.00002	486	0.00056	684	0.00046	990	0.04492	46	0.00590	1190	0.00056	958	0.00030	1254	0.00058	178	0.00003	210	0.00003	253	0.00003	173	0.00003	249	0.00003	267	0.00003	21	0.00001	37	0.00001	30	0.00001	950	0.00017	111	0.00020	1194	0.00018	330	0.00021	973	0.00046	618	0.00030	213	0.00004	635	0.00021	531	0.00007	439	0.00006	85	0.00006	369	0.00007	209	0.00002	178	0.00002	1669	0.00036	1957	0.00048	271	0.00161	10	0.00081	9	0.00052	4273	0.00081	1840	0.00061	3058	0.00082	3431	0.00083	3554	0.00087	3622	0.00275	20	0.00196	10	0.00099	118	0.00003	408	0.00011	117	0.00002	438	0.00006	316	0.00005	329	0.00005	249	0.00003	338	0.00005	473	0.00007	125	0.00002	100	0.00002	164	0.00003	603	0.00016	1071	0.00023	1493	0.00025	769	0.00084	220	0.00005	40	0.00001	27	0.00351	23	0.00449	261	0.00004	757	0.00017	1101	0.00037	363	0.00004	398	0.00005	279	0.00004	466	0.00006	352	0.00005	352	0.00005	47	0.00002	52	0.00002	28	0.00001	707	0.00016	1603	0.00024	1741	0.00025	3	0.00034	1214	0.00064	36	0.00001	138	0.00014	30	0.00013	32	0.00002	19	0.00002	17	0.00001	14	0.00001	12	0.00001	20	0.00002	58	0.00006	49	0.00006	395	0.00032	100	0.00039	59	0.00008	9	0.00004	36	0.00004	13	0.00003	75	0.00007	8	0.00008	58	0.00003	8	0.00002	52	0.00004	10	0.00002	20	0.00003	5	0.00002
Zetaproteobacteria	580370	C	0	0.00000	41	0.00006	43	0.00005	66	0.00010	63	0.00005	14	0.00005	52	0.00009	43	0.00006	19	0.00004	12	0.00003	76	0.00008	67	0.00007	0	0.00000	69	0.00004	22	0.00002	39	0.00008	36	0.00005	55	0.00003	23	0.00004	36	0.00007	61	0.00009	24	0.00003	44	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00071	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00127	5	0.00064	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	2	0.00000	5	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000	9	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	5	0.00000	7	0.00000	2	0.00001	0	0.00000	0	0.00000	50	0.00001	19	0.00001	29	0.00001	29	0.00001	46	0.00001	26	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00000	0	0.00000	0	0.00000	1	0.00000	5	0.00000	0	0.00000	1	0.00000	0	0.00000	3	0.00000	9	0.00000	6	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	1	0.00000	3	0.00000	3	0.00000	1	0.00000	2	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00000	9	0.00000	11	0.00000	1	0.00011	4	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Oligoflexia	1553900	C	0	0.00000	156	0.00022	94	0.00012	150	0.00022	187	0.00014	52	0.00017	120	0.00021	124	0.00017	61	0.00012	50	0.00011	155	0.00016	198	0.00021	0	0.00000	211	0.00012	81	0.00006	79	0.00017	153	0.00019	137	0.00009	111	0.00021	129	0.00025	151	0.00023	54	0.00007	110	0.00012	0	0.00000	0	0.00000	0	0.00000	8	0.00000	11	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	277	0.00017	362	0.00017	398	0.00019	4	0.00000	3	0.00000	0	0.00000	4	0.00000	2	0.00000	9	0.00000	12	0.00000	18	0.00000	13	0.00000	5	0.00000	0	0.00000	3	0.00001	12	0.00000	78	0.00009	125	0.00008	2	0.00009	0	0.00000	418	0.00020	343	0.00011	474	0.00022	2	0.00000	5	0.00000	1	0.00000	5	0.00000	5	0.00000	9	0.00000	4	0.00000	6	0.00000	7	0.00000	5	0.00000	3	0.00001	7	0.00000	94	0.00006	234	0.00011	145	0.00007	52	0.00001	198	0.00007	128	0.00002	27	0.00000	0	0.00000	0	0.00000	18	0.00000	19	0.00000	26	0.00001	37	0.00001	10	0.00006	0	0.00000	0	0.00000	163	0.00003	44	0.00001	97	0.00003	96	0.00002	105	0.00003	50	0.00004	0	0.00000	1	0.00010	30	0.00001	93	0.00002	22	0.00000	7	0.00000	3	0.00000	11	0.00000	2	0.00000	3	0.00000	21	0.00000	11	0.00000	9	0.00000	12	0.00000	11	0.00000	14	0.00000	13	0.00000	321	0.00035	17	0.00000	2	0.00000	0	0.00000	0	0.00000	58	0.00001	187	0.00004	220	0.00007	17	0.00000	20	0.00000	12	0.00000	8	0.00000	5	0.00000	13	0.00000	9	0.00000	9	0.00000	5	0.00000	11	0.00000	21	0.00000	21	0.00000	0	0.00000	444	0.00023	0	0.00000	5	0.00001	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	12	0.00001	4	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
